OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Shape_Area_1,Shape_Length,Shape_Area
3417,4,37,3256,3256.000000000000000,3256,3256,1,3417,{516190B3-69F2-479B-AF4B-24A20E2765A6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,12670.069999999999709,51.270000000000003,AK,190803060604,Flat Creek,S,NM,190803060606,0.000000000000000,0.000000000000000,35354.378650300001027,1,240,0.190000000000000,M6PN,011240,PNM6PN,0.1,6/19/2020 0:00:00,Yes,Mixed Methods, , ,0.000000000000000, ,Perimeter digitized by DOF-FAS.,66728,2020,6/19/2020 0:00:00,jljenkins, ,6/16/2020 0:00:00,,{0DA19BA2-B8D7-48DB-B9DA-EAD87F558B9C},N,2020 - 2029,2020.000000000000000,2020.000000000000000,125.203286626999997,0.000000000000000,0.000000000000000,35354.378650300001027,51273932.396300002932549,5569.331552567029576,1693632.330674303928390
3418,2,100,3257,3257.000000000000000,3257,3257,1,3418,{10F09BAD-4E27-4D7E-B166-08484EE30B02},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,39799.129999999997381,161.060000000000002,AK,190803050204,Paldo Creek,S,NM,190803050207,0.000000000000000,0.000000000000000,80376.425727399997413,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1011.426538280000045,36.860215655300003,80376.425727399997413,161061355.293999999761581,5772.777798117538623,1756924.828903479268774
3419,2,100,3258,3258.000000000000000,3258,3258,1,3419,{10F09BAD-4E27-4D7E-B166-08484EE30B02},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,39799.129999999997381,161.060000000000002,AK,190803050204,Paldo Creek,S,NM,190803050207,0.000000000000000,0.000000000000000,80376.425727399997413,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1011.426538280000045,36.860215655300003,80376.425727399997413,161061355.293999999761581,10053.985551441597636,3714834.246182406321168
3420,5,1,3259,3259.000000000000000,3259,3259,2,3420,{6BFEAC61-3F71-4015-89B4-442D171866F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29594.509999999998399,119.760000000000005,AK,190803060606,Fourmile Creek-Chena River,S,IT,190803060609,0.000000000000000,0.000000000000000,81912.799237400002312,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,266.873264227999982,12.501174666600001,81912.799237400002312,119764719.391000002622604,7172.260947684975690,1905094.638274237746373
3421,5,1,3260,3260.000000000000000,3260,3260,2,3421,{6BFEAC61-3F71-4015-89B4-442D171866F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29594.509999999998399,119.760000000000005,AK,190803060606,Fourmile Creek-Chena River,S,IT,190803060609,0.000000000000000,0.000000000000000,81912.799237400002312,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,266.873264227999982,12.501174666600001,81912.799237400002312,119764719.391000002622604,14702.231169516660884,10714150.742782264947891
3422,1,7,3261,3261.000000000000000,3261,3261,2,3422,{E1242AE0-0B4C-4F07-B62A-EBA6E43E428D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25076.490000000001601,101.480000000000004,AK,190803090702,Big Eldorado Creek-Goldstream Creek,S,NM,190803090703,0.000000000000000,0.000000000000000,57745.722830099999555,0, ,2965.530000000000200,25, , , ,11/1/1958 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Fire perimeter imported from fire history.,27390,1958,9/25/2007 0:00:00,jhrobak,No,6/19/1958 0:00:00,, ,N,1950 - 1959,1958.000000000000000,1950.000000000000000,13392.518302200000107,0.000000000000000,0.000000000000000,57745.722830099999555,101480978.866999998688698,6977.610654696133679,1710294.089391814311966
3423,0,157,3262,3262.000000000000000,3262,3262,1,3423,{6FE284C0-D454-422F-81D3-2AC0107E36CD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,26450.939999999998690,107.040000000000006,AK,190803090701,Fox Creek,S,NM,190803090702,0.000000000000000,0.000000000000000,48127.124410099997476,0, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,48127.124410099997476,107043142.292999997735023,6363.554735918495680,1802993.304612228879705
3424,1,123,3263,3263.000000000000000,3263,3263,1,3424,{02734ADD-E80E-46D6-BBC3-AACDE4EC6E60},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34142.199999999997090,138.169999999999987,AK,190803050304,Ricks Creek,S,NM,190803050305,0.000000000000000,0.000000000000000,52839.007596800001920,0, ,43843.209999999999127,Z61, , , ,11/1/1966 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter is approximate.  Digitized from 1978 Landsat image P75 R14.,26170,1966,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,64176.792368900001748,890.599981213999968,31.595030622199999,52839.007596800001920,138168563.900999993085861,8446.769221566029955,3880431.899171091150492
3425,1,123,3264,3264.000000000000000,3264,3264,1,3425,{02734ADD-E80E-46D6-BBC3-AACDE4EC6E60},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34142.199999999997090,138.169999999999987,AK,190803050304,Ricks Creek,S,NM,190803050305,0.000000000000000,0.000000000000000,52839.007596800001920,0, ,43843.209999999999127,Z61, , , ,11/1/1966 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter is approximate.  Digitized from 1978 Landsat image P75 R14.,26170,1966,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,64176.792368900001748,890.599981213999968,31.595030622199999,52839.007596800001920,138168563.900999993085861,10986.057169649116986,5126910.406806615181267
3426,4,40,3265,3265.000000000000000,3265,3265,2,3426,{E85F6CBE-0D99-4108-8B25-76E772DC7A5E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13050.190000000000509,52.810000000000002,AK,190803060203,Little Munson Creek,S,NM,190803060204,0.000000000000000,0.000000000000000,33444.114544600000954,1,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,0.000000000000000,0.000000000000000,33444.114544600000954,52812263.190700002014637,4446.350784925300104,497396.467928602593020
3427,6,113,3266,3266.000000000000000,3266,3266,1,3427,{33E6B97B-86AA-434B-B849-9493A271229B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34798.459999999999127,140.819999999999993,AK,190803060602,Rock Creek-Chena River,S,TF,190803060606,0.000000000000000,0.000000000000000,55623.949957299999369,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,0.000000000000000,0.000000000000000,55623.949957299999369,140824390.342999994754791,18.856387189399154,17.102062312035144
3428,4,40,3266,3266.000000000000000,3266,3266,3,3428,{E85F6CBE-0D99-4108-8B25-76E772DC7A5E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13050.190000000000509,52.810000000000002,AK,190803060203,Little Munson Creek,S,NM,190803060204,0.000000000000000,0.000000000000000,33444.114544600000954,1,477,31728.869999999998981,BC4Z,411477,PNBC4Z,30408,9/3/2006 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1989,2004,3/20/2019 0:00:00,jljenkins, ,10/16/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,79526.072139600000810,0.000000000000000,0.000000000000000,33444.114544600000954,52812263.190700002014637,19228.206525590412639,13547233.292450232431293
3429,5,1,3267,3267.000000000000000,3267,3267,1,3429,{6BFEAC61-3F71-4015-89B4-442D171866F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29594.509999999998399,119.760000000000005,AK,190803060606,Fourmile Creek-Chena River,S,IT,190803060609,0.000000000000000,0.000000000000000,81912.799237400002312,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,266.873264227999982,12.501174666600001,81912.799237400002312,119764719.391000002622604,8299.652044581698647,2328096.214881300460547
3430,5,1,3268,3268.000000000000000,3268,3268,1,3430,{6BFEAC61-3F71-4015-89B4-442D171866F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29594.509999999998399,119.760000000000005,AK,190803060606,Fourmile Creek-Chena River,S,IT,190803060609,0.000000000000000,0.000000000000000,81912.799237400002312,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,266.873264227999982,12.501174666600001,81912.799237400002312,119764719.391000002622604,9334.707390986794053,3103388.586989799514413
3431,5,1,3269,3269.000000000000000,3269,3269,2,3431,{6BFEAC61-3F71-4015-89B4-442D171866F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29594.509999999998399,119.760000000000005,AK,190803060606,Fourmile Creek-Chena River,S,IT,190803060609,0.000000000000000,0.000000000000000,81912.799237400002312,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,266.873264227999982,12.501174666600001,81912.799237400002312,119764719.391000002622604,10478.825197531685262,4652820.674060456454754
3432,4,37,3270,3270.000000000000000,3270,3270,1,3432,{516190B3-69F2-479B-AF4B-24A20E2765A6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,12670.069999999999709,51.270000000000003,AK,190803060604,Flat Creek,S,NM,190803060606,0.000000000000000,0.000000000000000,35354.378650300001027,1,240,0.190000000000000,M6PN,011240,PNM6PN,0.1,6/19/2020 0:00:00,Yes,Mixed Methods, , ,0.000000000000000, ,Perimeter digitized by DOF-FAS.,66728,2020,6/19/2020 0:00:00,jljenkins, ,6/16/2020 0:00:00,,{0DA19BA2-B8D7-48DB-B9DA-EAD87F558B9C},N,2020 - 2029,2020.000000000000000,2020.000000000000000,125.203286626999997,0.000000000000000,0.000000000000000,35354.378650300001027,51273932.396300002932549,7489.493346761341854,3055986.140067164320499
3433,3,62,3271,3271.000000000000000,3271,3271,2,3433,{5098B9FA-464C-40B3-BFA5-3913BE37B635},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13269.670000000000073,53.700000000000003,AK,190803050306,190803050306,S,NM,190803050307,0.000000000000000,0.000000000000000,31777.000511999998707,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,834.192702457999985,31.099430172700000,31777.000511999998707,53700447.832199998199940,12585.560593466347200,8347068.754975051619112
3434,3,62,3272,3272.000000000000000,3272,3272,1,3434,{5098B9FA-464C-40B3-BFA5-3913BE37B635},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13269.670000000000073,53.700000000000003,AK,190803050306,190803050306,S,NM,190803050307,0.000000000000000,0.000000000000000,31777.000511999998707,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,834.192702457999985,31.099430172700000,31777.000511999998707,53700447.832199998199940,9030.308654369575379,5104352.337602658197284
3435,0,80,3273,3273.000000000000000,3273,3273,3,3435,{4F148F04-620D-4487-9B5D-F3BEC8D599AB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10111.659999999999854,40.920000000000002,AK,190803060902,Potlatch Creek,S,NM,190803060903,0.000000000000000,0.000000000000000,37053.084638300002553,1, ,0.000000000000000, , , , ,6/15/2021 0:00:00, , , , ,0.000000000000000, , ,0, ,6/18/2021 0:00:00, , ,6/21/2021 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,37053.084638300002553,40920463.756999999284744,14016.564256244713761,10574767.543573781847954
3436,0,107,3274,3274.000000000000000,3274,3274,3,3436,{1FC379E7-A48B-42A0-8CA7-C76360BD2E0B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11174.889999999999418,45.219999999999999,AK,190803060608,Jenny M Creek,S,NM,190803060609,0.000000000000000,0.000000000000000,35802.122157899997546,1, ,0.000000000000000, , , , ,6/15/2021 0:00:00, , , , ,0.000000000000000, , ,0, ,6/18/2021 0:00:00, , ,6/21/2021 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,35802.122157899997546,45223185.426899999380112,10646.742979371923866,5715879.285316229797900
3437,5,1,3275,3275.000000000000000,3275,3275,2,3437,{6BFEAC61-3F71-4015-89B4-442D171866F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29594.509999999998399,119.760000000000005,AK,190803060606,Fourmile Creek-Chena River,S,IT,190803060609,0.000000000000000,0.000000000000000,81912.799237400002312,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,266.873264227999982,12.501174666600001,81912.799237400002312,119764719.391000002622604,12295.119614684466796,5283205.761900276876986
3438,5,1,3276,3276.000000000000000,3276,3276,1,3438,{6BFEAC61-3F71-4015-89B4-442D171866F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29594.509999999998399,119.760000000000005,AK,190803060606,Fourmile Creek-Chena River,S,IT,190803060609,0.000000000000000,0.000000000000000,81912.799237400002312,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,266.873264227999982,12.501174666600001,81912.799237400002312,119764719.391000002622604,5755.329932594154343,1501879.826697360258549
3439,2,100,3277,3277.000000000000000,3277,3277,1,3439,{10F09BAD-4E27-4D7E-B166-08484EE30B02},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,39799.129999999997381,161.060000000000002,AK,190803050204,Paldo Creek,S,NM,190803050207,0.000000000000000,0.000000000000000,80376.425727399997413,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1011.426538280000045,36.860215655300003,80376.425727399997413,161061355.293999999761581,6791.588363937283248,2470474.236203160136938
3440,1,70,3278,3278.000000000000000,3278,3278,2,3440,{446729B6-EDA6-4D90-9C48-A3B5E7B7397C},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,36348.379999999997381,147.099999999999994,AK,190803050202,Serpentine Creek,S,NM,190803050203,0.000000000000000,0.000000000000000,60065.357240800003638,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1013.416686489999961,31.527246084800002,60065.357240800003638,147096650.203999996185303,9259.841432288447322,4163761.964298318605870
3441,2,100,3279,3279.000000000000000,3279,3279,1,3441,{10F09BAD-4E27-4D7E-B166-08484EE30B02},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,39799.129999999997381,161.060000000000002,AK,190803050204,Paldo Creek,S,NM,190803050207,0.000000000000000,0.000000000000000,80376.425727399997413,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1011.426538280000045,36.860215655300003,80376.425727399997413,161061355.293999999761581,7893.898101047906493,2626506.928824868518859
3442,1,70,3280,3280.000000000000000,3280,3280,2,3442,{446729B6-EDA6-4D90-9C48-A3B5E7B7397C},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,36348.379999999997381,147.099999999999994,AK,190803050202,Serpentine Creek,S,NM,190803050203,0.000000000000000,0.000000000000000,60065.357240800003638,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1013.416686489999961,31.527246084800002,60065.357240800003638,147096650.203999996185303,9098.170947211032399,3977145.135113889351487
3443,1,7,3281,3281.000000000000000,3281,3281,2,3443,{E1242AE0-0B4C-4F07-B62A-EBA6E43E428D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25076.490000000001601,101.480000000000004,AK,190803090702,Big Eldorado Creek-Goldstream Creek,S,NM,190803090703,0.000000000000000,0.000000000000000,57745.722830099999555,0, ,2965.530000000000200,25, , , ,11/1/1958 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Fire perimeter imported from fire history.,27390,1958,9/25/2007 0:00:00,jhrobak,No,6/19/1958 0:00:00,, ,N,1950 - 1959,1958.000000000000000,1950.000000000000000,13392.518302200000107,0.000000000000000,0.000000000000000,57745.722830099999555,101480978.866999998688698,6516.271066967812658,2254512.470902134664357
3444,2,31,3282,3282.000000000000000,3282,3282,1,3444,{8F088F4C-DF1D-4015-AF30-A5A168879E69},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31683.689999999998690,128.219999999999999,AK,190803090703,O'Connor Creek,S,NM,190803090704,0.000000000000000,0.000000000000000,57682.050523099998827,0,160,858.110000000000014,F3Z1,111160,PNF3Z1, ,5/26/2011 0:00:00,Yes,GPS,ATV,A - Within 10 Meters,0.000000000000000, ,ATV and foot walked perimeter.  Provided by Tom Ruszkowski.,34801,2011,5/27/2011 0:00:00,hrigby,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,15052.315934800000832,0.000000000000000,0.000000000000000,57682.050523099998827,128219337.230000004172325,6995.186644221924325,2940008.482525723520666
3445,0,136,3283,3283.000000000000000,3283,3283,2,3445,{F308D1E2-8696-4309-86AC-25D6246A75DA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,17845.950000000000728,72.219999999999999,AK,190803060803,Smallwood Creek,S,NM,190803060804,0.000000000000000,0.000000000000000,38760.209260700001323,0, ,0.000000000000000, , , , ,6/15/2021 0:00:00, , , , ,0.000000000000000, , ,0, ,6/18/2021 0:00:00, , ,6/21/2021 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,38760.209260700001323,72220005.439999997615814,5198.212390421269447,1383693.243017187342048
3446,2,159,3284,3284.000000000000000,3284,3284,1,3446,{B724CEFB-E7BD-4F19-97CC-15A5B06788E3},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38763.610000000000582,156.870000000000005,AK,190803060804,Little Chena River,S,IT,190803060903,0.000000000000000,0.000000000000000,75379.691628500004299,1,194,37.149999999999999,N2VX,111194,PNN2VX,20,6/15/2021 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Planet Image from 6/15 21:21 UTC,67991,2021,6/18/2021 0:00:00,mstoeber, ,6/21/2021 0:00:00,,{37D4795F-63C5-4D46-A166-82E558795FCD},N,2020 - 2029,2021.000000000000000,2020.000000000000000,2057.446529379999902,0.000000000000000,0.000000000000000,75379.691628500004299,156870748.187000006437302,6774.742395984889299,2668727.214087842032313
3447,2,31,3285,3285.000000000000000,3285,3285,2,3447,{8F088F4C-DF1D-4015-AF30-A5A168879E69},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31683.689999999998690,128.219999999999999,AK,190803090703,O'Connor Creek,S,NM,190803090704,0.000000000000000,0.000000000000000,57682.050523099998827,0,160,858.110000000000014,F3Z1,111160,PNF3Z1, ,5/26/2011 0:00:00,Yes,GPS,ATV,A - Within 10 Meters,0.000000000000000, ,ATV and foot walked perimeter.  Provided by Tom Ruszkowski.,34801,2011,5/27/2011 0:00:00,hrigby,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,15052.315934800000832,0.000000000000000,0.000000000000000,57682.050523099998827,128219337.230000004172325,7107.749604973962960,3057723.378948905039579
3448,2,31,3286,3286.000000000000000,3286,3286,2,3448,{8F088F4C-DF1D-4015-AF30-A5A168879E69},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31683.689999999998690,128.219999999999999,AK,190803090703,O'Connor Creek,S,NM,190803090704,0.000000000000000,0.000000000000000,57682.050523099998827,0,160,858.110000000000014,F3Z1,111160,PNF3Z1, ,5/26/2011 0:00:00,Yes,GPS,ATV,A - Within 10 Meters,0.000000000000000, ,ATV and foot walked perimeter.  Provided by Tom Ruszkowski.,34801,2011,5/27/2011 0:00:00,hrigby,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,15052.315934800000832,0.000000000000000,0.000000000000000,57682.050523099998827,128219337.230000004172325,11977.257024542579529,7236322.665985406376421
3449,2,27,3287,3287.000000000000000,3287,3287,1,3449,{40F43B48-D314-421A-904C-81FCC23C0A95},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,32784.809999999997672,132.680000000000007,AK,190803050207,190803050207-Salcha River,M,NM,190803050403,0.000000000000000,0.000000000000000,70940.262834900000598,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,774.217596727999990,29.218511022400001,70940.262834900000598,132675437.854000002145767,1451.538747597711790,85522.771742055556388
3450,2,27,3288,3288.000000000000000,3288,3288,1,3450,{40F43B48-D314-421A-904C-81FCC23C0A95},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,32784.809999999997672,132.680000000000007,AK,190803050207,190803050207-Salcha River,M,NM,190803050403,0.000000000000000,0.000000000000000,70940.262834900000598,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,774.217596727999990,29.218511022400001,70940.262834900000598,132675437.854000002145767,6047.129379071447147,1785492.482507020002231
3451,0,136,3289,3289.000000000000000,3289,3289,1,3451,{F308D1E2-8696-4309-86AC-25D6246A75DA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,17845.950000000000728,72.219999999999999,AK,190803060803,Smallwood Creek,S,NM,190803060804,0.000000000000000,0.000000000000000,38760.209260700001323,0, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,38760.209260700001323,72220005.439999997615814,4703.002997365440933,1093071.914857365190983
