OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,ID,DOWN_ID,CHAN_ID,LENGTH_M_1,AREA_SQKM,ELEV_M,OUT_DIST,SRC_DIST,FROM_DIST,GRADIENT,MNANPRC_M,MEANANNCMS,WIDTH_M_1,DEPTH_M,MAX_GRAD_D,LAKE,STRM_ORDER,AZIMTH_DEG,SINUOSITY,VAL_WIDTH,FP_WIDTH,DROPMAX,Fish,Basin_ID,VWI_Floor,ValCnstrnt,FlowVel,BFQ,StrmPow,BeavHab,FISH_RESID,GEP_Cum,GEP,IP_CHIN2,CCon,MERGE_SRC,uID
430,1,520,1,430,2,430,Main,active, ,Y,5090,RA,Active,Y,146,153.452039868000014,342.800749891000009, ,67.000000000000000,9.000000000000000,5090,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,299.631588417999978,29840.000000000000000,29839.000000000000000,41.000000000000000,115.355300000000000,28.440999999999999,299.621100000000013,183.446539999999999,8.234550000000000,5.310740000000000,0.009500000000000,0.475200000000000,0.172000000000000,1.617200000000000,0.083800000000000,0.038000000000000,0.000000000000000,3.000000000000000,113.7799988,1.103600000000000,153.860899999999987,91.876700000000000,2.700000000000000,1,5060503,95.1399994,56.817999999999998,0.5927000,0.080000000000000,73.269000000000005,1,1,0.293100000000000,0.189100000000000,0.407400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29840
431,1,521,1,431,2,431,Main,active, ,Y,5091,RA,Active,Y,147,300.520237466000026,1159.841295160000072, ,82.000000000000000,27.000000000000000,5091,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,300.358515920000002,29840.000000000000000,29839.000000000000000,41.000000000000000,115.355300000000000,28.440999999999999,299.621100000000013,183.446539999999999,8.234550000000000,5.310740000000000,0.009500000000000,0.475200000000000,0.172000000000000,1.617200000000000,0.083800000000000,0.038000000000000,0.000000000000000,3.000000000000000,113.7799988,1.103600000000000,153.860899999999987,91.876700000000000,2.700000000000000,1,5060503,95.1399994,56.817999999999998,0.5927000,0.080000000000000,73.269000000000005,1,1,0.293100000000000,0.189100000000000,0.407400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29840
432,1,522,1,432,2,432,Side,active, ,Y,5092,RA,Active,Y,148,41.746182625099998,94.875641355699997, ,12.000000000000000,9.000000000000000,5092,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,313.413683902999992,30102.000000000000000,30101.000000000000000,188.000000000000000,107.781700000000001,7.616000000000000,312.852800000000002,184.236850000000004,3.645450000000000,0.606700000000000,0.022800000000000,0.471600000000000,0.041400000000000,0.796200000000000,0.056100000000000,0.038000000000000,0.000000000000000,2.000000000000000,27.5400009,1.011400000000000,88.459199999999996,35.212899999999998,2.700000000000000,1,5060503,111.0999985,44.231999999999999,0.6892000,0.031000000000000,130.836000000000013,1,1,0.304500000000000,0.263100000000000,0.195600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN30102
433,1,523,1,433,2,433,Side,active, ,Y,5093,RA,Active,Y,149,161.674298612999991,724.256640819000040, ,66.000000000000000,18.000000000000000,5093,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,313.818219390000024,30102.000000000000000,30101.000000000000000,188.000000000000000,107.781700000000001,7.616000000000000,312.852800000000002,184.236850000000004,3.645450000000000,0.606700000000000,0.022800000000000,0.471600000000000,0.041400000000000,0.796200000000000,0.056100000000000,0.038000000000000,0.000000000000000,2.000000000000000,27.5400009,1.011400000000000,88.459199999999996,35.212899999999998,2.700000000000000,1,5060503,111.0999985,44.231999999999999,0.6892000,0.031000000000000,130.836000000000013,1,1,0.304500000000000,0.263100000000000,0.195600000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN30102
434,1,524,1,434,2,434,Main,active, ,Y,5098,RA,Active,Y,150,253.460245144999988,1494.668453570000111, ,74.000000000000000,27.000000000000000,5098,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,322.113784211999985,29865.000000000000000,29864.000000000000000,41.000000000000000,94.497500000000002,16.667300000000001,321.304300000000012,185.268329999999992,6.412760000000000,7.132530000000000,0.033600000000000,0.482700000000000,0.099300000000000,1.230300000000000,0.071800000000000,0.038000000000000,0.000000000000000,3.000000000000000,50.5800018,1.083600000000000,140.269499999999994,51.285299999999999,2.700000000000000,1,5060503,114.0100021,41.688000000000002,0.9987000,0.088000000000000,367.663000000000011,1,1,0.293500000000000,0.283000000000000,0.146300000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29865
435,1,525,1,435,2,435,Main,active, ,Y,5099,RA,Active,Y,151,281.983973160000005,1993.865235940000048, ,92.000000000000000,38.000000000000000,5099,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,324.897936779000020,29866.000000000000000,29865.000000000000000,41.000000000000000,107.781700000000001,16.548600000000000,324.800000000000011,185.352830000000012,6.328260000000000,7.217040000000000,0.009800000000000,0.482900000000000,0.098700000000000,1.226400000000000,0.071600000000000,0.038000000000000,0.000000000000000,3.000000000000000,87.0000000,1.056900000000000,85.001000000000005,48.902799999999999,2.700000000000000,1,5060503,69.3099976,39.878000000000000,0.5384000,0.047000000000000,57.710000000000001,1,1,0.293600000000000,0.272600000000000,0.337700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29866
436,1,526,1,436,2,436,Main,active, ,M,5100,RA,Active,M,152,39.010534001899998,84.962849505999998, ,14.000000000000000,9.000000000000000,5100,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,329.126118116999976,29868.000000000000000,29867.000000000000000,41.000000000000000,132.781800000000004,16.415700000000001,327.958399999999983,185.571210000000008,6.109880000000000,7.435420000000000,0.009200000000000,0.483200000000000,0.097900000000000,1.221400000000000,0.071500000000000,0.038000000000000,0.000000000000000,3.000000000000000,113.7699966,1.029000000000000,85.057900000000004,51.042099999999998,2.700000000000000,1,5060503,69.6399994,41.790999999999997,0.5210000,0.046000000000000,52.280999999999999,1,1,0.293900000000000,0.232300000000000,0.338400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29868
437,1,527,1,437,1,437,Main,active, ,M,5101,RA,Active,M,153,44.087917455899998,105.675223442999993, ,16.000000000000000,7.000000000000000,5101,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,338.263264875000004,29875.000000000000000,29874.000000000000000,41.000000000000000,116.568500000000000,15.413100000000000,336.957699999999988,186.280020000000007,5.401070000000000,8.144220000000001,0.032700000000000,0.485700000000000,0.088100000000000,1.159200000000000,0.069400000000000,0.038000000000000,0.000000000000000,3.000000000000000,107.4800034,1.060800000000000,228.566399999999987,92.190799999999996,2.700000000000000,1,5060503,197.1799927,79.495000000000005,0.9617000,0.077000000000000,331.634999999999991,1,1,0.295100000000000,0.131400000000000,0.155300000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29875
438,1,528,1,438,1,438,Main,active, ,M,5102,RA,Active,M,154,77.391942841100004,108.196344303000004, ,36.000000000000000,4.000000000000000,5102,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,339.706458653000027,29876.000000000000000,29875.000000000000000,41.000000000000000,112.781700000000001,14.593999999999999,340.643300000000011,186.381419999999991,5.299670000000000,8.245620000000001,0.021400000000000,0.485800000000000,0.087100000000000,1.152700000000000,0.069200000000000,0.038000000000000,0.000000000000000,3.000000000000000,63.9500008,1.040700000000000,117.614900000000006,68.482100000000003,2.700000000000000,1,5060503,102.0299988,59.412999999999997,0.7763000,0.062000000000000,174.689999999999998,1,1,0.293500000000000,0.147000000000000,0.263200000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29876
439,1,529,1,439,1,439,Main,active, ,Y,5104,RA,Active,Y,155,291.289653785999974,759.338719469000011, ,138.000000000000000,12.000000000000000,5104,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,343.175286787999994,29878.000000000000000,29877.000000000000000,41.000000000000000,107.781700000000001,14.526300000000001,343.260800000000017,186.580540000000013,5.100550000000000,8.444750000000001,0.006800000000000,0.485900000000000,0.086800000000000,1.150400000000000,0.069100000000000,0.038000000000000,0.000000000000000,3.000000000000000,39.4900017,1.015100000000000,124.783900000000003,85.534099999999995,2.700000000000000,1,5060503,108.4700012,74.349999999999994,0.4372000,0.035000000000000,31.216999999999999,1,1,0.294100000000000,0.154700000000000,0.331400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\CHEN,CHEN29878
440,1,530,1,440,0,440,Main,active, ,M,5105,RA,Active,M,156,127.700069028000001,516.091870029999995, ,56.000000000000000,13.000000000000000,5105,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,256.438561617000005,47111.000000000000000,47110.000000000000000,15.000000000000000,105.710700000000003,137.992300000000000,255.789800000000014,60.859549999999999,24.126480000000001,0.974280000000000,0.000200000000000,0.438500000000000,0.828700000000000,3.536100000000000,0.130700000000000,0.028900000000000,0.000000000000000,5.000000000000000,141.0700073,1.113100000000000,91.207999999999998,114.197699999999998,0.000000000000000,1,5050802,25.7900009,32.295000000000002,0.1174000,0.054000000000000,0.106000000000000,1,1,0.243900000000000,0.312800000000000,0.667400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC47111
441,1,531,1,441,0,441,Side,active, ,M,5106,RA,Active,M,157,600.201005313999985,5225.966123479999624, ,278.000000000000000,24.000000000000000,5106,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,256.127270828999997,47112.000000000000000,47111.000000000000000,15.000000000000000,106.923900000000003,137.965000000000003,255.882700000000000,60.960929999999998,24.025099999999998,1.075650000000000,0.003200000000000,0.438600000000000,0.828300000000000,3.535200000000000,0.130700000000000,0.028900000000000,0.000000000000000,5.000000000000000,132.6399994,1.039500000000000,57.680000000000000,161.898599999999988,0.000000000000000,1,5050802,16.3199997,45.795999999999999,0.4696000,0.217000000000000,6.804000000000000,1,1,0.243900000000000,0.143500000000000,0.696200000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC47112
442,1,532,1,442,1,442,Main,active, ,M,5107,RA,Active,M,158,80.033979981300007,233.158716964000007, ,35.000000000000000,10.000000000000000,5107,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,268.595655695000005,47160.000000000000000,47159.000000000000000,15.000000000000000,104.497500000000002,125.575500000000005,268.823899999999981,65.760919999999999,19.225120000000000,5.875640000000000,0.005300000000000,0.443400000000000,0.761000000000000,3.389200000000000,0.127600000000000,0.028900000000000,0.000000000000000,5.000000000000000,187.8500061,1.449400000000000,18.367000000000001,31.552399999999999,0.000000000000000,1,5050802,5.4200001,9.310000000000000,0.5944000,0.257000000000000,13.351000000000001,1,1,0.242800000000000,0.069000000000000,0.673100000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC47160
443,1,533,1,443,1,443,Main,active, ,M,5108,RA,Active,M,159,80.030093831000002,298.203666515000009, ,31.000000000000000,13.000000000000000,5108,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,271.439933085000007,47166.000000000000000,47165.000000000000000,15.000000000000000,107.781700000000001,125.132499999999993,270.241100000000017,66.357659999999996,18.628370000000000,6.472380000000000,0.000900000000000,0.443600000000000,0.758500000000000,3.383800000000000,0.127500000000000,0.028900000000000,0.000000000000000,5.000000000000000,53.4000015,1.809000000000000,18.329999999999998,36.549799999999998,0.000000000000000,1,5050802,5.4200001,10.801000000000000,0.2448000,0.106000000000000,0.932000000000000,1,1,0.243000000000000,0.077700000000000,0.637700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC47166
444,1,534,1,444,1,444,Main,active,Error,N,5109,RA,Active,N,160,154.007950560000012,700.291960677000020, ,59.000000000000000,17.000000000000000,5109,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,277.825785967000002,48078.000000000000000,48077.000000000000000,29.000000000000000,118.639600000000002,50.188800000000001,276.875999999999976,68.886989999999997,15.704910000000000,0.541940000000000,0.000000000000000,0.420000000000000,0.266400000000000,2.010600000000000,0.094800000000000,0.028900000000000,0.000000000000000,4.000000000000000,96.0800018,1.148000000000000,27.582000000000001,33.032899999999998,0.000000000000000,1,5050802,13.7200003,16.428999999999998,0.2098000,0.040000000000000,0.000000000000000,1,1,0.213700000000000,0.176800000000000,0.455800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC48078
445,1,535,1,445,1,445,Main,active,Difficult to tell with shadows,M,5110,RA,Active,M,161,82.610839999199996,419.902866764000009, ,34.000000000000000,17.000000000000000,5110,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,278.093195578999996,48079.000000000000000,48078.000000000000000,29.000000000000000,116.568500000000000,50.172600000000003,278.104499999999973,68.990539999999996,15.601360000000000,0.645490000000000,0.000000000000000,0.420000000000000,0.265900000000000,2.008500000000000,0.094800000000000,0.028900000000000,0.000000000000000,4.000000000000000,102.1999969,1.031400000000000,37.749000000000002,19.795100000000001,0.000000000000000,1,5050802,18.7900009,9.856000000000000,0.2098000,0.040000000000000,0.000000000000000,1,1,0.213700000000000,0.254900000000000,0.455500000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC48079
446,1,536,2,446,1,446,Off,active,Appears to be connected to main channel,M,5113,RA,Active,M,162,183.832098898999988,2005.818791800000099, ,62.000000000000000,52.000000000000000,5113,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,319.130231373000015,48089.000000000000000,48088.000000000000000,29.000000000000000,111.923900000000003,48.022500000000001,281.333700000000022,69.989390000000000,14.602520000000000,1.644330000000000,0.000700000000000,0.421100000000000,0.255100000000000,1.967400000000000,0.093700000000000,0.028900000000000,0.000000000000000,4.000000000000000,54.8400002,1.030600000000000,88.301000000000002,17.399999999999999,0.000000000000000,1,5050802,44.8800011,8.843999999999999,0.1741000,0.032000000000000,0.220000000000000,1,1,0.212400000000000,0.124700000000000,0.454000000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC48089
447,1,537,1,447,1,447,Main,active, ,M,5111,RA,Active,M,163,49.044800360000004,91.732380605000003, ,22.000000000000000,6.000000000000000,5111,RA,{F7E98802-8172-47EB-8069-FFAA1CA225AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,16516.180000000000291,66.840000000000003,AK,190803050802,Ninetyeight Creek,S,NM,190803050803,0.000000000000000,0.000000000000000,45024.451523700001417,1,45024.451523700001417, ,47777.629999999997381,Z85, , , ,11/1/1966 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,"Perimeter updated by ADFG-DWC, FAI in 2006.  Fire perimeter imported from fire history.",26171,1966,9/17/2007 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1966.000000000000000,1960.000000000000000,95168.831021499994677,281.222657160999972,48088.000000000000000,48087.000000000000000,29.000000000000000,122.781700000000001,48.590800000000002,281.087800000000016,69.891630000000006,14.700270000000000,1.546570000000000,0.000000000000000,0.421000000000000,0.256000000000000,1.970800000000000,0.093800000000000,0.028900000000000,0.000000000000000,4.000000000000000,88.3300018,1.195400000000000,96.707999999999998,39.813600000000001,0.000000000000000,1,5050802,49.0699997,20.190000000000001,0.2082000,0.038000000000000,0.000000000000000,1,1,0.213100000000000,0.178900000000000,0.449800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC48088
