OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
2492,,,2385,2385.000000000000000,2385,2385,0,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7901.910230169161878,3609120.286025684792548
2493,1,512,2386,2386.000000000000000,2386,2386,6,2493,1,422,Side,active, ,M,5086,RA,Active,M,138,120.922373355999994,225.680392829999988, ,57.000000000000000,7.000000000000000,5086,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947, ,9199.760000000000218,50, , , ,11/1/1959 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter modified from 2002 Landsat images P69 R14 and P69 R15.,27337,1959,10/16/2008 0:00:00,jhrobak,No,6/29/1959 0:00:00,, ,N,1950 - 1959,1959.000000000000000,1950.000000000000000,30271.749467500001629,286.075725367000018,6819.355000586618189,2237222.603455729782581
2494,,,2387,2387.000000000000000,2387,2387,0,2494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.280559566434476,452468.055458174436353
2495,,,2388,2388.000000000000000,2388,2388,0,2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14096.110376276741590,8701298.448964310809970
2496,,,2389,2389.000000000000000,2389,2389,0,2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12459.818841001895635,7440136.600080961361527
2497,,,2390,2390.000000000000000,2390,2390,0,2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6692.375869838322615,2082855.128732906887308
2498,1,515,2391,2391.000000000000000,2391,2391,10,2498,2,425,Main,active, ,M,5095,RA,Active,M,141,272.909624832000020,1578.219552199999953, ,101.000000000000000,21.000000000000000,5095,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947,280,87154.289999999993597,HK8H,332280,PDHK8H,87154.4,8/17/2013 0:00:00,Yes,GPS,Helicopter,B - Within 90 Meters,0.000000000000000, ,"GPS data collected by M.Snyder on 8/16, IR flown on 8/17, entered by C.Ferner",36404,2013,8/19/2013 0:00:00,ilmakfsfrecferner,No,12/31/2013 0:00:00,, ,N,2010 - 2019,2013.000000000000000,2010.000000000000000,173260.052698000014061,319.953729458999987,8594.042024920678159,2915878.869917522650212
2499,,,2392,2392.000000000000000,2392,2392,0,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6359.762113278324250,2192885.972724526654929
2500,,,2393,2393.000000000000000,2393,2393,0,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6427.757220994859381,2425637.553132383618504
2501,,,2394,2394.000000000000000,2394,2394,0,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8616.176446930969178,4067845.582092379219830
2502,,,2395,2395.000000000000000,2395,2395,0,2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11808.788302918648697,5536391.863087751902640
2503,,,2396,2396.000000000000000,2396,2396,0,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331.918867905432307,1371691.836954273283482
2504,,,2397,2397.000000000000000,2397,2397,0,2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6542.296811069298201,1547199.629697395721450
2505,,,2398,2398.000000000000000,2398,2398,0,2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9209.628144377747958,3923483.798633593600243
2506,,,2399,2399.000000000000000,2399,2399,0,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.445561020621426,1330050.338008351624012
2507,,,2400,2400.000000000000000,2400,2400,0,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4085.653857369174148,580387.142572485492565
2508,,,2401,2401.000000000000000,2401,2401,0,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7083.173271174716319,2773003.230995189864188
2509,,,2402,2402.000000000000000,2402,2402,0,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7227.277555815803680,1933374.747493587434292
2510,,,2403,2403.000000000000000,2403,2403,0,2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423.339895609677114,1458354.298857286805287
2511,,,2404,2404.000000000000000,2404,2404,0,2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10042.067430590284857,4883255.882520389743149
2512,1,511,2405,2405.000000000000000,2405,2405,1,2512,0,421,Main,active, ,M,5085,RA,Active,M,137,55.376648987599999,132.791119761000004, ,24.000000000000000,8.000000000000000,5085,RA,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,29235.797850599999947, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,260.625162908999982,6900.915399407927907,2090094.090858799405396
2513,1,505,2406,2406.000000000000000,2406,2406,1,2513,3,415,Off,inactive,Error,N,5079,RA,Inactive,N,131,249.463011496000007,2552.329539199999999, ,93.000000000000000,43.000000000000000,5079,RA,{3504B9C7-7DC1-4BED-9AB3-5DF7209DACBF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20885.009999999998399,84.519999999999996,AK,190803060504,Stuart Creek,S,NM,190803060507,0.000000000000000,0.000000000000000,48267.884027699998114,1,48267.884027699998114,10H,2571.710000000000036, , , ,5500,5/25/2018 0:00:00,Yes,Mixed Methods, , ,0.000000000000000, ,Perimeter provided by MID staff,40025,2018,7/26/2018 0:00:00,dmgriggs, ,7/5/2018 0:00:00,,{97EA4598-CD30-4C2C-8F44-30DC0A22A3F1},Y,2010 - 2019,2018.000000000000000,2010.000000000000000,65481.961868200000026,260.766735729000004,12688.583134874483221,5694114.814720845781267
2514,,,2407,2407.000000000000000,2407,2407,0,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10070.160044497180934,3648764.549221555236727
2515,,,2408,2408.000000000000000,2408,2408,0,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9834.529760230812826,4776140.481364636681974
2516,,,2409,2409.000000000000000,2409,2409,0,2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10206.911659730918473,5010519.564983855001628
2517,,,2410,2410.000000000000000,2410,2410,0,2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5437.809779256172078,1439272.474051856435835
2518,,,2411,2411.000000000000000,2411,2411,0,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9081.359028497698091,3611767.383891529403627
2519,,,2412,2412.000000000000000,2412,2412,0,2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6565.429373883942390,2092752.346903756028041
2520,,,2413,2413.000000000000000,2413,2413,0,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10305.569901934020891,5351242.563096583820879
2521,,,2414,2414.000000000000000,2414,2414,0,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10233.923288082429281,5757328.033282168209553
2522,,,2415,2415.000000000000000,2415,2415,0,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9590.504175385591225,5067922.886017180979252
2523,,,2416,2416.000000000000000,2416,2416,0,2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6274.711741963508757,1792895.389105952344835
2524,1,825,2417,2417.000000000000000,2417,2417,2,2524,1,692,Main,active, ,Y,5401,RA,Active,Y,451,423.496030752000024,1277.085540840000021, ,157.000000000000000,23.000000000000000,5401,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,3783.079999999999927,A138,611083, ,3800,9/14/1986 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Landsat imagery.,25253,1986,11/10/2021 0:00:00,jljenkins, ,7/29/1986 0:00:00,, ,N,1980 - 1989,1986.000000000000000,1980.000000000000000,38235.104896800003189,408.135600768000018,15427.979193860730447,10216292.433408323675394
2525,,,2418,2418.000000000000000,2418,2418,0,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644.783470571647285,337593.092355105152819
2526,,,2419,2419.000000000000000,2419,2419,0,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281.975961871779873,1330896.826121516525745
2527,,,2420,2420.000000000000000,2420,2420,0,2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10284.875294118988677,5043484.149977021850646
2528,1,736,2421,2421.000000000000000,2421,2421,5,2528,0,603,Main,active, ,Y,5312,RA,Active,Y,362,172.282259600000003,511.456244861000016, ,77.000000000000000,13.000000000000000,5312,RA,{8882E21F-21F0-4BFB-BE7C-5F35E8E2647D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38561.690000000002328,156.050000000000011,AK,190803060502,Headwaters South Fork Chena River,S,NM,190803060507,0.000000000000000,0.000000000000000,85507.644356699995114,1,85507.644356699995114, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,536.535109098000021,10047.272846272016977,5243699.609276413917542
2529,,,2422,2422.000000000000000,2422,2422,0,2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6357.520337518406450,2455302.852300306782126
2530,,,2423,2423.000000000000000,2423,2423,0,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.852321431667537,17.094054571527963
2531,,,2423,2423.000000000000000,2423,2423,0,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15239.546437105389487,11144308.806286398321390
2532,,,2424,2424.000000000000000,2424,2424,0,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7617.410278473706967,3081536.989711139816791
2533,,,2425,2425.000000000000000,2425,2425,0,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083.900385503012785,615040.611927502672188
2534,,,2426,2426.000000000000000,2426,2426,0,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15716.260989518084898,9598737.370996268466115
2535,,,2427,2427.000000000000000,2427,2427,0,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11158.845639449320515,6073950.503869419917464
2536,,,2428,2428.000000000000000,2428,2428,0,2536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.856554138731724,17.102366983575585
2537,,,2428,2428.000000000000000,2428,2428,0,2537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6279.089884700584662,1606188.306980451103300
2538,,,2429,2429.000000000000000,2429,2429,0,2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13948.001481905121182,9345766.173073643818498
2539,,,2430,2430.000000000000000,2430,2430,0,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8993.019876347474565,4136520.853776226285845
2540,,,2431,2431.000000000000000,2431,2431,0,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7190.925359471655611,2152350.028523014392704
2541,,,2432,2432.000000000000000,2432,2432,0,2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541.032707827210288,1863909.352117381989956
2542,,,2433,2433.000000000000000,2433,2433,0,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526.300400611173245,2411129.196558812167495
2543,,,2434,2434.000000000000000,2434,2434,0,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13895.635282907520377,10063338.590376298874617
2544,,,2435,2435.000000000000000,2435,2435,0,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9614.158407763421565,4745682.057520769536495
2545,,,2436,2436.000000000000000,2436,2436,0,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9832.989328112944349,5142517.061455097049475
2546,,,2437,2437.000000000000000,2437,2437,0,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8118.389242334211303,3505995.853226100560278
2547,,,2438,2438.000000000000000,2438,2438,0,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11020.516042097067839,6189714.583738854154944
2548,,,2439,2439.000000000000000,2439,2439,0,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11452.660795007612251,7352835.416483843699098
2549,,,2440,2440.000000000000000,2440,2440,0,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320.606833629153698,2879611.576422841288149
2550,,,2441,2441.000000000000000,2441,2441,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6664.684096170209159,2148338.287302194163203
2551,,,2442,2442.000000000000000,2442,2442,0,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8613.651774410876897,4052952.103664038237184
2552,,,2443,2443.000000000000000,2443,2443,0,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7723.711101575249813,3463100.472386355046183
2553,,,2444,2444.000000000000000,2444,2444,0,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5452.824148497900751,1583697.589236905099824
2554,,,2445,2445.000000000000000,2445,2445,0,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13023.715758347878364,5905214.523087795823812
2555,,,2446,2446.000000000000000,2446,2446,0,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.075726658114945,110172.655051809590077
2556,,,2447,2447.000000000000000,2447,2447,0,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11317.014514351085381,5037283.368518371134996
2557,,,2448,2448.000000000000000,2448,2448,0,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7981.356553659614292,2595776.635808012448251
2558,1,880,2449,2449.000000000000000,2449,2449,4,2558,0,747,Side,active, ,Y,5457,RA,Active,Y,506,219.634130305000014,1191.753839629999902, ,98.000000000000000,16.000000000000000,5457,RA,{01EB2B44-0150-4C5C-8A4D-DC6500F10636},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19780.700000000000728,80.049999999999997,AK,190803050406,Maiden Creek-Salcha River,S,NM,190803050407,0.000000000000000,0.000000000000000,52463.655914399998437,1,52463.655914399998437, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,435.100006103999988,6410.578302925031494,1177270.687557754339650
2559,,,2450,2450.000000000000000,2450,2450,0,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.784180451696557,563664.152442013146356
2560,,,2451,2451.000000000000000,2451,2451,0,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6043.600876839459488,1404206.342340657254681
2561,,,2452,2452.000000000000000,2452,2452,0,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8888.016620224916551,3955302.934744499623775
2562,,,2453,2453.000000000000000,2453,2453,0,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8312.619569111046076,3362569.261333719361573
2563,,,2454,2454.000000000000000,2454,2454,0,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7752.866958010934468,2637527.282693975605071
2564,,,2455,2455.000000000000000,2455,2455,0,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10009.869074243793875,3978584.983208344317973
2565,,,2456,2456.000000000000000,2456,2456,0,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3455.607778735325155,554690.259084376157261
2566,,,2457,2457.000000000000000,2457,2457,0,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13243.723529170687470,8965311.458471618592739
2567,,,2458,2458.000000000000000,2458,2458,0,2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7644.554081911108369,2544552.806321142241359
2568,,,2459,2459.000000000000000,2459,2459,0,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9964.501483357800680,3982715.668094031047076
2569,,,2460,2460.000000000000000,2460,2460,0,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22371.000825796261779,18390294.317497484385967
2570,,,2461,2461.000000000000000,2461,2461,0,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10237.039383462044498,5929757.696970418095589
2571,,,2462,2462.000000000000000,2462,2462,0,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8762.662296983839042,4463410.180556322447956
2572,,,2463,2463.000000000000000,2463,2463,0,2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.578334644529605,201178.096239746926585
2573,,,2464,2464.000000000000000,2464,2464,0,2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9106.485434898258973,3662624.110888842027634
2574,,,2465,2465.000000000000000,2465,2465,0,2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10636.202736018971336,4110503.717320055700839
2575,,,2466,2466.000000000000000,2466,2466,0,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35947.901916245282337,29626849.251438558101654
2576,1,829,2467,2467.000000000000000,2467,2467,1,2576,0,696,Main,active, ,Y,5406,RA,Active,Y,455,335.733424619000004,1522.370064039999988, ,114.000000000000000,18.000000000000000,5406,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,422.114477478000026,5757.635269807105942,1483796.427330760285258
2577,,,2468,2468.000000000000000,2468,2468,0,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.852444840601070,17.094273562954580
2578,,,2468,2468.000000000000000,2468,2468,0,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11108.787417282044771,6364314.983922329731286
2579,,,2469,2469.000000000000000,2469,2469,0,2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7150.994711025529796,2397825.550179815851152
2580,,,2470,2470.000000000000000,2470,2470,0,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6044.752766972884274,1180814.825693298131227
2581,,,2471,2471.000000000000000,2471,2471,0,2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11001.286446656829867,6151119.456902822479606
2582,,,2472,2472.000000000000000,2472,2472,0,2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7032.059819499643709,2370017.934152172878385
2583,,,2473,2473.000000000000000,2473,2473,0,2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27337.677825078786555,26603461.745879475027323
2584,,,2474,2474.000000000000000,2474,2474,0,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7478.376557473008688,2871369.262641775421798
2585,,,2475,2475.000000000000000,2475,2475,0,2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23725.503737801678653,16606348.212671421468258
2586,,,2476,2476.000000000000000,2476,2476,0,2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7089.872861829759131,2246938.007088481914252
2587,,,2477,2477.000000000000000,2477,2477,0,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5741.643156780841309,1279770.171948760515079
2588,,,2478,2478.000000000000000,2478,2478,0,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12344.229179293364723,7228067.172827816568315
2589,,,2479,2479.000000000000000,2479,2479,0,2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16659.539423630154488,14140971.662294335663319
2590,,,2480,2480.000000000000000,2480,2480,0,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13332.570633948855175,9485286.214379850775003
