OID_,Join_Count,TARGET_FID,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Num_of_dam,Shape_Length,Shape_Area,Point_Count
77,1,78,{D145BDF2-7371-4060-8D4B-7309613C1470},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10776.920000000000073,43.609999999999999,AK,190803090605,Cleary Creek,S,NM,190803090606,0.000000000000000,0.000000000000000,30403.846109400001296,0,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,30403.846109400001296,0.000000000000000,30403.846109402922593,43612656.941928468644619,0
78,7,79,{13B74B53-D318-4435-8BD8-C695C5969F5F},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19788.479999999999563,80.079999999999998,AK,190803060904,Chena Slough,S,"IT,TF",190803060905,0.000000000000000,0.000000000000000,42360.944606800003385,0,294,17.760000000000002,N3Z5,111294,PNN3Z5,21,6/28/2021 0:00:00,Yes,GPS-Walked, , ,0.000000000000000, ,Perimeter submitted by State Forestry.,68098,2021,6/29/2021 0:00:00,jljenkins, ,7/11/2021 0:00:00,,{F34D4E18-5E58-45D1-B55B-0DDA130E8539},N,2020 - 2029,2021.000000000000000,2020.000000000000000,1661.059702530000095,0.000000000000000,0.000000000000000,42360.944606800003385,0.000000000000000,42360.944606766031939,80081164.175638407468796,0
79,0,80,{4F148F04-620D-4487-9B5D-F3BEC8D599AB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10111.659999999999854,40.920000000000002,AK,190803060902,Potlatch Creek,S,NM,190803060903,0.000000000000000,0.000000000000000,37053.084638300002553,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,37053.084638300002553,0.000000000000000,37053.084638279244245,40920463.757043018937111,0
80,2,81,{0C3ED16C-FF42-43F7-BBAB-56F476A7D902},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,25273.020000000000437,102.280000000000001,AK,190803090602,Kokomo Creek,S,NM,190803090604,0.000000000000000,0.000000000000000,42725.318093800000497,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,42725.318093800000497,0.000000000000000,42725.318093768124527,102276304.952090442180634,23
81,3,82,{84D82348-F9EE-4E19-AE01-0197C1197151},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29317.680000000000291,118.640000000000001,AK,190803090508,Mckay Creek-Chatanika River,S,NM,190803090604,0.000000000000000,0.000000000000000,55456.802900100003171,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,55456.802900100003171,0.000000000000000,55456.802900109600159,118644434.366594746708870,16
82,27,83,{3504B9C7-7DC1-4BED-9AB3-5DF7209DACBF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20885.009999999998399,84.519999999999996,AK,190803060504,Stuart Creek,S,NM,190803060507,0.000000000000000,0.000000000000000,48267.884027699998114,1,362,19.120000000000001,N6GA, ,PDN6GA,20,7/22/2021 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Auto-generated by EGP-IRWIN,68172,2021,7/22/2021 0:00:00,mstoeber, ,8/23/2021 0:00:00,,{6828D376-B0DB-43A6-AC7E-4DB5DB284858},N,2020 - 2029,2021.000000000000000,2020.000000000000000,1677.377907690000029,0.000000000000000,0.000000000000000,48267.884027699998114,0.000000000000000,48267.884027716070705,84518637.119284376502037,6
83,1,84,{B4D38FB6-C13C-4F7C-92CD-547B5144D8E9},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20121.659999999999854,81.430000000000007,AK,190803050701,Headwaters McCoy Creek,S,NM,190803050704,0.000000000000000,0.000000000000000,42664.273400300000503,1, ,49143.120000000002619,9476, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter modified from 1978 Landsat image P75 R14.,25761,1969,3/12/2008 0:00:00,jhrobak,No,7/31/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,72811.384457199994358,492.829693268000028,25.828585966700000,42664.273400300000503,0.000000000000000,42664.273400332836900,81429480.316260829567909,2
84,14,85,{8882E21F-21F0-4BFB-BE7C-5F35E8E2647D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38561.690000000002328,156.050000000000011,AK,190803060502,Headwaters South Fork Chena River,S,NM,190803060507,0.000000000000000,0.000000000000000,85507.644356699995114,1,390,12969.680000000000291,MB79,932390,PDMB79,14316,9/2/2019 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,"Perimeter updated using Sentinel-2 Image Service (image dates 7/22/2019, 9/02/2019 ).",51266,2019,9/5/2019 0:00:00,jljenkins, ,10/3/2019 0:00:00,,{831A7AAA-5DA6-4E52-BFAF-2E0E0C502A78},N,2010 - 2019,2019.000000000000000,2010.000000000000000,83743.772826800006442,801.119117757000026,15.658097409600000,85507.644356699995114,0.000000000000000,85507.644356739096111,156053631.763157129287720,24
85,5,86,{3BEE901D-1C83-453E-93A7-6766DAF233CB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,21571.979999999999563,87.299999999999997,AK,190803060406,Olympia Creek,M,NM,190803060407,0.000000000000000,0.000000000000000,43816.957123499996669,1,365,403.490000000000009, ,111365, ,488,7/31/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68175,2021,8/1/2021 0:00:00,jljenkins, ,7/31/2021 0:00:00,,{E454E2DE-3BE4-4A5C-806F-693ADE29C406},N,2020 - 2029,2021.000000000000000,2020.000000000000000,9562.677755119999347,0.000000000000000,0.000000000000000,43816.957123499996669,0.000000000000000,43816.957123466978373,87298708.768583357334137,0
86,0,87,{C1C46027-2D05-432A-8519-36DECF756CB9},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13236.190000000000509,53.570000000000000,AK,190803070110,Keystone Creek,M,NM,190803070111,0.000000000000000,0.000000000000000,43371.175121599997510,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,642.406172425000022,17.812848381399998,43371.175893899999210,0.000000000000000,43371.175893868829007,53564932.551624156534672,5
87,4,88,{9AC4B133-F648-4236-AA42-A02FAADAC100},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,27277.150000000001455,110.390000000000001,AK,190803060404,Headwaters West Fork Chena River,S,NM,190803060407,0.000000000000000,0.000000000000000,46507.712185800002771,1,158,237178.369999999995343,A4LC,432158,PDA4LC, ,11/2/2004 0:00:00,Yes,Digitized,Other, ,0.000000000000000, ,Perimeter Updated from Burned Area Emergency Response (BAER).,1623,2004,10/17/2016 0:00:00,jljenkins, ,10/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,440656.627823000017088,0.000000000000000,0.000000000000000,46507.712185800002771,0.000000000000000,46507.712185836193385,110386718.698333919048309,12
88,2,89,{E41D3EDE-B2C9-4548-82FC-01D10197E315},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20547.459999999999127,83.150000000000006,AK,190803060402,Monument Creek,S,NM,190803060403,0.000000000000000,0.000000000000000,47423.838898399997561,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,47423.838898399997561,0.000000000000000,47423.838898373942357,83152607.533202990889549,2
89,1,90,{E3262465-A6F7-4E86-9115-F4383D270229},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,33626.690000000002328,136.080000000000013,AK,190803070101,Headwaters Shaw Creek,S,NM,190803070104,0.000000000000000,0.000000000000000,53013.944625099997211,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,1070.574563359999956,24.216837275900001,53013.944625099997211,0.000000000000000,53013.944625094234652,136082373.963608801364899,3
90,3,91,{19F39BF1-B067-4647-8C9E-EA96BF0CC0C9},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,15279.860000000000582,61.840000000000003,AK,190803031707,White Creek,S,NM,190803031708,0.000000000000000,0.000000000000000,37953.138567399997555,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,681.395757828999990,29.215124743099999,37953.138567399997555,0.000000000000000,37953.138567352783866,61835397.568166822195053,13
91,1,92,{6C582037-3C86-4BCC-8CE7-11CE054FEBAB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,22305.430000000000291,90.269999999999996,AK,190803031801,Indian Creek,S,NM,190803031802,0.000000000000000,0.000000000000000,42873.913755800000217,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,787.561590088000003,35.707895231700000,42873.913755800000217,0.000000000000000,42873.913755764071539,90266866.527048200368881,0
92,0,93,{5B5377CB-55A5-42D9-9CBC-78E99298EBAE},{A5D425A5-2187-42D6-A869-6B3A3656B892}, , , ,4/30/2015 0:00:00,0,11664.799999999999272,47.210000000000001,AK,190803060101,190803060101,S,NM,190803060102,0.000000000000000,0.000000000000000,29980.994527599999856,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1404.417628939999986,45.521354493300002,29980.994527599999856,0.000000000000000,29980.994527618899156,47205757.067293763160706,2
93,2,94,{635B2E02-16F1-4151-A6F4-350426CA27D5},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19570.759999999998399,79.200000000000003,AK,190803031705,Big Swede Creek,S,NM,190803031708,0.000000000000000,0.000000000000000,40815.573671500002092,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,740.177859910000052,30.839139157599998,40815.573671500002092,0.000000000000000,40815.573671546764672,79200037.807552143931389,0
94,1,95,{67E788A0-45A6-427B-9E1C-EDF7431070D6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11401.440000000000509,46.140000000000001,AK,190803031602,190803031602,S,NM,190803031604,0.000000000000000,0.000000000000000,32544.785302000000229,1, ,37026.480000000003201,Z87, , , ,11/1/1968 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.  Fire considerably larger than reported.,26138,1968,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1968.000000000000000,1960.000000000000000,57048.125685400002112,887.502483140999971,31.171159380599999,32544.785302000000229,0.000000000000000,32544.785302039115777,46139999.404230237007141,0
95,3,96,{9FAB9D25-4861-4946-96B3-77F2822F9497},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19952.970000000001164,80.750000000000000,AK,190803031704,Michigan Creek,M,NM,190803031708,0.000000000000000,0.000000000000000,41026.802638000001025,1,321,9826.229999999999563,JUQ4,512321,PNJUQ4,10499.3,8/4/2015 0:00:00,Yes,Digitized,Image,B - Within 90 Meters,0.000000000000000, ,Digitized from Landsat8 image dated 8/4/15,38135,2015,8/6/2015 0:00:00,dmgriggs,No,8/23/2015 0:00:00,,E63D7CEC-7D73-4518-B214-D36148A7598C,N,2010 - 2019,2015.000000000000000,2010.000000000000000,49557.338172999996459,622.536921689999986,23.227942466999998,41026.802638000001025,0.000000000000000,41026.802638030312664,80746821.342236787080765,0
96,0,97,{FB54CF2F-9E48-4E82-8118-2B40F396EFF5},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30682.029999999998836,124.170000000000002,AK,190803050108,190803050108-Salcha River,S,NM,190803050207,0.000000000000000,0.000000000000000,73737.228512400004547,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,971.060376887999951,32.072736983500000,73737.228512400004547,0.000000000000000,73737.228512413188582,124165764.215490534901619,1
97,2,98,{3F914641-8210-46AC-B984-C889FB878007},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11100.049999999999272,44.920000000000002,AK,190803031507,Rock Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,29030.658895199998369,1,515,9149.059999999999491,A8UK,412515,PNA8UK,6456.7,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,2027,2004,3/20/2019 0:00:00,jljenkins, ,10/6/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,49971.350856899996870,788.257284856999945,27.840388942800001,29030.658895199998369,0.000000000000000,29030.658895187458256,44920319.822829395532608,6
98,1,99,{DD32D01D-A089-4B60-8F34-280EEF4B729E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,31836.110000000000582,128.840000000000003,AK,190803031506,Slate Creek,S,NM,190803031509,0.000000000000000,0.000000000000000,63340.522534499999892,1,515,9149.059999999999491,A8UK,412515,PNA8UK,6456.7,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,2027,2004,3/20/2019 0:00:00,jljenkins, ,10/6/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,49971.350856899996870,979.025943486999950,33.202527791800001,63340.522534499999892,0.000000000000000,63340.522534535200975,128836170.564507663249969,0
99,2,100,{10F09BAD-4E27-4D7E-B166-08484EE30B02},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,39799.129999999997381,161.060000000000002,AK,190803050204,Paldo Creek,S,NM,190803050207,0.000000000000000,0.000000000000000,80376.425727399997413,1,194,4605.439999999999600,DG5R,711194, , ,6/19/2007 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,26634,2007,6/20/2007 0:00:00,DNR Fairbanks,No,7/26/2007 0:00:00,, ,N,2000 - 2009,2007.000000000000000,2000.000000000000000,24667.948573300000135,1011.426538280000045,36.860215655300003,80376.425727399997413,0.000000000000000,80376.425727411085973,161061355.294252097606659,11
100,1,101,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,0.000000000000000,63399.352790443415870,159011230.573674857616425,0
101,0,102,{31862760-56B5-4996-A345-22E4726A5DDA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23501.130000000001019,95.109999999999999,AK,190803050302,190803050302,S,NM,190803050305,0.000000000000000,0.000000000000000,56250.216923400002997,0, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,942.066542195000011,30.482367118199999,56250.216923400002997,0.000000000000000,56250.216923378669890,95105675.133306950330734,0
102,3,103,{06F04007-E52F-4B9B-B275-32866171A4BF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35263.449999999997090,142.710000000000008,AK,190803090705,Cache Creek,S,NM,190803090707,0.000000000000000,0.000000000000000,56960.397819199999503,1,319,22487.470000000001164,MBS4,911319,PNMBS4,21309,7/30/2019 0:00:00,Yes,Mixed Methods, , ,0.000000000000000, ,Perimeter submitted by IMT,51181,2019,7/31/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{9155A802-F466-4D32-AFA3-F0B2D823B2EB},N,2010 - 2019,2019.000000000000000,2010.000000000000000,114689.348612000001594,0.000000000000000,0.000000000000000,56960.397819199999503,0.000000000000000,56960.397819200494268,142706123.385541230440140,0
103,3,104,{38FF462B-4816-4A65-B8BB-428409AE0754},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,27735.110000000000582,112.239999999999995,AK,190803090404,190803090404-Washington Creek,S,NM,190803090406,0.000000000000000,0.000000000000000,50292.620569200000318,1,271,23110.430000000000291,F4D8,111271,PNF4D8, ,6/11/2011 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,34973,2011,6/14/2011 0:00:00,Alaska Type 2 Team,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,85957.830464200000279,0.000000000000000,0.000000000000000,50292.620569200000318,0.000000000000000,50292.620569237427844,112240043.079114213585854,3
104,7,105,{CB5EFD27-10D6-4E7C-A51B-10F9B32FE29B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36438.900000000001455,147.460000000000008,AK,190803090401,Headwaters Washington Creek,S,NM,190803090402,0.000000000000000,0.000000000000000,53338.551146500001778,1,375,0.360000000000000,N6PU,111375,PNN6PU,0.5,7/23/2021 0:00:00,Yes,Mixed Methods, , ,0.000000000000000, ,Perimeter collected by DOF-FAS.,68189,2021,7/26/2021 0:00:00,jljenkins, ,8/2/2021 0:00:00,,{A7A566AE-B742-46AF-B8B1-00670A7F9A71},N,2020 - 2029,2021.000000000000000,2020.000000000000000,216.239680321000009,0.000000000000000,0.000000000000000,53338.551146500001778,0.000000000000000,53338.551146538891771,147462922.514864951372147,20
105,5,106,{4188989B-3875-4C4D-BFD3-E95EC65BFE9E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34920.419999999998254,141.319999999999993,AK,190803060705,Fish Creek,S,NM,190803060706,0.000000000000000,0.000000000000000,64525.765189799996733,0,194,37.149999999999999,N2VX,111194,PNN2VX,20,6/15/2021 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Planet Image from 6/15 21:21 UTC,67991,2021,6/18/2021 0:00:00,mstoeber, ,6/21/2021 0:00:00,,{37D4795F-63C5-4D46-A166-82E558795FCD},N,2020 - 2029,2021.000000000000000,2020.000000000000000,2057.446529379999902,0.000000000000000,0.000000000000000,64525.765189799996733,0.000000000000000,64525.765189795238257,141317918.086230993270874,0
106,0,107,{1FC379E7-A48B-42A0-8CA7-C76360BD2E0B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11174.889999999999418,45.219999999999999,AK,190803060608,Jenny M Creek,S,NM,190803060609,0.000000000000000,0.000000000000000,35802.122157899997546,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,35802.122157899997546,0.000000000000000,35802.122157886624336,45223185.426869288086891,0
107,6,108,{DF746D10-DDCC-4B2A-92C5-D76B1F99DBAF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10247.690000000000509,41.469999999999999,AK,190803060503,Globe Creek,S,NM,190803060504,0.000000000000000,0.000000000000000,29235.797850599999947,1,10H,18095.290000000000873, , , ,6000,6/1/2017 0:00:00,Yes,Other, , ,0.000000000000000, ,Polygon represent Rx Treatment Area.,39575,2017,6/8/2021 0:00:00,jljenkins, ,5/16/2017 0:00:00,,419E85AE-D622-4175-891D-2D88C9A0B39E,Y,2010 - 2019,2017.000000000000000,2010.000000000000000,67076.515419100003783,0.000000000000000,0.000000000000000,29235.797850599999947,0.000000000000000,29235.797850628285232,41470929.961663074791431,20
108,3,109,{7A582809-5410-4125-85B6-765290575B7B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35821.290000000000873,144.960000000000008,AK,190803090505,Cripple Creek-Chatanika River,S,NM,190803090507,0.000000000000000,0.000000000000000,61014.984297800001514,1,201,181.759999999999991,MAN9,911201,PNMAN9,200,6/22/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Sentiinel 2 imagery,50944,2019,6/23/2019 0:00:00,mstoeber, ,9/6/2019 0:00:00,,{20A2CD9C-68A7-431B-B451-08B07A1CDAA5},N,2010 - 2019,2019.000000000000000,2010.000000000000000,6492.869225559999904,0.000000000000000,0.000000000000000,61014.984297800001514,0.000000000000000,61014.984297755123407,144963625.845724225044250,7
109,4,110,{E03D1470-A10C-4C10-9554-3F70919C2364},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30035.880000000001019,121.549999999999997,AK,190803050803,Twentyfive Mile Creek-Salcha River,S,NM,190803050806,0.000000000000000,0.000000000000000,65678.961435699995491,1,391,69.579999999999998,MB8M,932391, ,52,6/29/2019 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel-2 imagery.,51269,2019,6/30/2019 0:00:00,jljenkins, ,8/1/2019 0:00:00,,{11E0E558-1F24-4BCE-A3B0-3812C02201AF},N,2010 - 2019,2019.000000000000000,2010.000000000000000,2470.607400500000040,368.960795408000024,16.854851137800001,65678.961435699995491,0.000000000000000,65678.961435654011439,121550804.145924538373947,0
110,1,111,{7BB7792C-C4D7-446E-9FBE-BCF1A3CA89C5},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11444.049999999999272,46.310000000000002,AK,190803050703,Monte Cristo Creek,S,NM,190803050704,0.000000000000000,0.000000000000000,32234.855288200000359,1, ,49143.120000000002619,9476, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter modified from 1978 Landsat image P75 R14.,25761,1969,3/12/2008 0:00:00,jhrobak,No,7/31/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,72811.384457199994358,498.763953805000028,26.521277226999999,32234.855288200000359,0.000000000000000,32234.855288202852535,46312448.117794558405876,0
111,2,112,{660E0761-9085-4BE3-8A64-3604A895FEF7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13796.829999999999927,55.829999999999998,AK,190803060601,Stiles Creek,S,TF,190803060602,0.000000000000000,0.000000000000000,33211.073822699996526,1, ,58294.419999999998254,32, , , ,11/1/1958 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter paritially modified from 2002 Landsat image P69 R14.,27391,1958,10/16/2008 0:00:00,jhrobak,No,7/26/1958 0:00:00,, ,N,1950 - 1959,1958.000000000000000,1950.000000000000000,99232.930595800004085,0.000000000000000,0.000000000000000,33211.073822699996526,0.000000000000000,33211.073822730468237,55833787.109643206000328,1
112,6,113,{33E6B97B-86AA-434B-B849-9493A271229B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34798.459999999999127,140.819999999999993,AK,190803060602,Rock Creek-Chena River,S,TF,190803060606,0.000000000000000,0.000000000000000,55623.949957299999369,1,323,17498.709999999999127,MB4R,911323,PNMB4R,18970,7/27/2019 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Perimeter updated using Sentinel 2 image collected 7/27,51189,2019,7/29/2019 0:00:00,dmgriggs, ,9/30/2019 0:00:00,,{B178F7A8-013B-4E67-89E8-90EACEBEC4FA},N,2010 - 2019,2019.000000000000000,2010.000000000000000,57919.019438199997239,0.000000000000000,0.000000000000000,55623.949957299999369,0.000000000000000,55623.949957261727832,140824390.343416482210159,7
113,1,114,{5C606F00-8C5F-484E-A94D-DF8926939452},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11030.920000000000073,44.640000000000001,AK,190803090504,Sourdough Creek,S,NM,190803090505,0.000000000000000,0.000000000000000,30433.434086199999001,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,30433.434086199999001,0.000000000000000,30433.434086201523314,44640551.393136091530323,15
114,0,115,{C72E3914-EB56-4B82-BA0F-D0D5425FC6C0},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,38016.279999999998836,153.849999999999994,AK,190803070111,Lower Shaw Creek,S,NM,190803070901,0.000000000000000,0.000000000000000,75656.213804900005925,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,75656.213804900005925,0.000000000000000,75656.213804853701731,153846389.572622209787369,0
