"","uRCA","LENGTH_M_sum","AREA_SQKM_mean","OUT_DIST_min","GRADIENT_mean","MNANPRC_M_mean","MEANANNCMS_mean","WIDTH_M_mean","DEPTH_M_mean","MAX_GRAD_D_max","LAKE_max","STRM_ORDER_max","AZIMTH_DEG_mean","SINUOSITY_mean","VAL_WIDTH_mean","FP_WIDTH_mean","DROPMAX_max","Fish_min","Basin_ID_min","VWI_Floor_mean","ValCnstrnt_mean","FlowVel_mean","BFQ_mean","StrmPow_mean","BeavHab_min","FISH_RESID_min","GEP_Cum_mean","GEP_mean","IP_CHIN2_mean","ELEV_M_mean","Shape_Area.x","Area_km2_RCA","Shape_Area.y","Area_km2_VB"
"2444",2358,1842.02,23.267,214.065,0.017,0.51,0.15,1.51,0.081,0.045,0,3,210.644,1.021,186.725,94.551,2.7,1,5060502,123.508,62.615,0.746,0.091,169.397,1,1,0.231,0.22,0.344,520.701,2017970.74510406,2.01797074510406,220767.049339371,0.220767049339371
"2445",2359,2087.081,13.013,156.382,0.007,0.372,0.053,0.899,0.06,0.018,1,3,99.513,1.079,33.936,62.143,0,1,5090707,37.332,69.065,0.364,0.019,1.629,1,1,0.206,0.063,0.244,152.421,2481786.08050962,2.48178608050962,427218.207575715,0.427218207575715
"2446",2360,629.914,2.404,156.428,0.021,0.362,0.008,0.36,0.036,0.031,0,1,188.253,1.026,7.839,40.569,0,1,5090707,21.775,113.378,0.469,0.006,1.3,1,1,0.173,0.068,0.118,153.362,2598326.21182106,2.59832621182106,185351.488964188,0.185351488964188
"2447",2361,972.904,12.311,186.679,0.017,0.489,0.072,1.047,0.065,0.038,0,3,72.14,1.027,131.774,60.751,2.7,1,5060503,125.782,57.851,0.638,0.044,120.608,1,1,0.293,0.2,0.264,350.527,1032403.35034879,1.03240335034879,109158.64083598,0.10915864083598
"2448",2362,113.64,2.224,186.716,0.017,0.47,0.011,0.411,0.038,0.038,0,2,147.57,1.023,31.91,48.31,2.7,1,5060503,77.6,117.879,0.455,0.007,42.996,1,1,0.308,0.192,0.148,343.878,1063580.55891843,1.06358055891843,20816.3462812114,0.020816346281211
"2449",2363,2193.65,3.771,158.348,0,0.348,0.013,0.439,0.04,0.013,0,1,242.969,1.091,23.42,36.721,0,1,5090707,54.107,82.238,0.118,0.002,0.024,1,1,0.123,0.077,0.165,127.717,2869472.20759291,2.86947220759291,470347.935283926,0.470347935283926
"2450",2364,223.492,596.898,158.335,0,0.384,3.279,7.011,0.193,0.013,0,5,268.46,1.215,363.283,280.924,0,1,5090707,51.82,40.072,0.343,0.464,2.272,1,1,0.186,0.055,0.899,127.965,69161.0617087472,0.069161061708747,69161.061708845,0.069161061708845
"2451",2365,2311.224,586.377,158.639,0.001,0.385,3.238,6.967,0.192,0.013,0,5,225.436,1.185,232.167,331.167,0,1,5090707,33.316,47.536,0.379,0.507,5.974,1,1,0.187,0.058,0.898,127.382,680419.728773777,0.680419728773777,655694.346784575,0.655694346784575
"2452",2366,5983.757,15.681,158.538,0.008,0.348,0.076,0.625,0.046,0.026,1,5,122.371,1.101,25.258,65.359,0,1,5090707,41.493,120.36,0.286,0.013,0.578,1,1,0.129,0.048,0.189,139.067,9767766.77835994,9.76776677835994,2391080.66590601,2.39108066590601
"2453",2367,2686.137,32.102,186.262,0.019,0.512,0.216,1.811,0.089,0.042,0,3,293.182,1.069,33.26,61.85,0,1,5050401,18.345,34.188,0.842,0.136,28.316,1,1,0.428,0.32,0.361,781.112,2958173.96909493,2.95817396909493,323417.853289049,0.323417853289049
"2454",2368,2552.645,23.415,186.262,0.028,0.538,0.165,1.583,0.083,0.049,0,3,256.528,1.031,27.611,34.051,0,1,5050401,17.494,21.478,0.993,0.13,37.688,0,1,0.428,0.241,0.256,788.074,2084864.94816654,2.08486494816654,356971.586839918,0.356971586839918
"2455",2369,846.041,8.34,169.88,0.054,0.474,0.044,0.817,0.057,0.078,0,3,35.146,1.009,6.85,19.818,1.029,1,5050402,8.389,24.497,1.063,0.049,26.146,0,1,0.357,0.33,0.082,627.585,1185819.42159782,1.18581942159782,111812.809265633,0.111812809265633
"2456",2370,1688.025,2.377,169.889,0.129,0.513,0.013,0.455,0.041,0.153,0,2,334.556,1.008,10.464,22.114,1.482,1,5050402,23.256,47.942,0.78,0.014,18.375,0,1,0.472,0.266,0.044,707.55,4200753.39666101,4.20075339666101,195756.162916628,0.195756162916628
"2457",2371,743.198,33.115,154.478,0.041,0.502,0.217,1.815,0.09,0.072,0,3,153.484,1.097,30.347,41.129,0,1,5050404,16.717,22.7,1.243,0.202,89.763,0,1,0.369,0.166,0.219,437.695,388564.724610203,0.388564724610203,103008.669047283,0.103008669047283
"2458",2372,1147.817,2072.886,154.451,0.003,0.508,18.063,16.388,0.312,0.029,0,6,215.657,1.058,82.043,142.978,0,1,5050406,5.006,8.725,0.767,3.922,108.451,1,1,0.318,0.284,0.901,426.891,997293.402630809,0.997293402630809,247801.918896298,0.247801918896298
"2459",2374,490.624,2.886,169.844,0.111,0.48,0.015,0.484,0.042,0.135,0,2,318.862,1.012,17.649,15.147,2.939,1,5050402,36.352,31.271,0.739,0.015,16.645,0,1,0.324,0.271,0.049,629.681,918145.331320885,0.918145331320885,55138.1265109118,0.055138126510912
"2460",2375,2662.203,9.965,144.547,0.029,0.439,0.05,0.872,0.059,0.046,0,3,124.776,1.052,64.146,43.787,0,1,5090708,74.918,50.625,0.802,0.041,12.062,0,1,0.32,0.213,0.161,241.906,17.1079275636442,0.000017107927564,308248.513474873,0.308248513474873
"2461",2375,2662.203,9.965,144.547,0.029,0.439,0.05,0.872,0.059,0.046,0,3,124.776,1.052,64.146,43.787,0,1,5090708,74.918,50.625,0.802,0.041,12.062,0,1,0.32,0.213,0.161,241.906,4832079.3613733,4.8320793613733,308248.513474873,0.308248513474873
"2462",2376,1912.817,3.835,144.553,0.049,0.434,0.018,0.521,0.044,0.077,0,3,190.33,1.047,11.872,24.556,0,1,5090708,23.826,47.153,0.833,0.019,9.301,0,1,0.319,0.253,0.069,246.658,4518714.45448794,4.51871445448794,208734.133956596,0.208734133956596
"2463",2377,2464.3,3.301,158.249,0.016,0.371,0.012,0.434,0.04,0.031,0,2,97.352,1.058,29.308,40.598,0,1,5090707,66.607,92.84,0.436,0.007,1.334,1,1,0.213,0.09,0.148,177.472,4307703.76560661,4.30770376560661,444042.015834977,0.444042015834977
"2464",2378,4555.939,5.013,158.255,0.022,0.385,0.02,0.545,0.045,0.066,0,3,125.155,1.066,87.329,40.796,0,1,5090707,166.011,72.371,0.55,0.013,2.893,0,1,0.256,0.184,0.155,196.04,9635020.03961088,9.63502003961088,626606.194496533,0.626606194496533
"2465",2379,3501.493,12.474,102.342,0.031,0.503,0.077,1.08,0.067,0.059,0,3,103.63,1.015,58.836,54.599,0,1,5050602,53.79,50.273,0.886,0.063,19.699,0,1,0.308,0.235,0.182,425.858,5387965.30371031,5.38796530371031,365386.490644761,0.365386490644761
"2466",2380,990.833,18.682,102.341,0.022,0.492,0.115,1.325,0.075,0.034,0,4,151.644,1.014,64.394,102.935,0,1,5050602,48.492,77.693,0.821,0.081,19.053,1,1,0.324,0.135,0.268,389.529,736289.601470167,0.736289601470167,140956.539309035,0.140956539309035
"2467",2381,1323.467,20.044,183.65,0.013,0.478,0.119,1.345,0.075,0.038,0,3,102.267,1.043,153.402,76.152,2.7,1,5060503,113.783,56.547,0.614,0.062,101.511,1,1,0.292,0.173,0.341,308.312,1117711.81908155,1.11771181908155,197089.109907175,0.197089109907175
"2468",2382,2973.711,6.128,183.635,0.029,0.476,0.033,0.704,0.052,0.06,0,2,39.725,1.019,83.802,47.397,2.7,1,5060503,120.119,67.431,0.719,0.026,163.148,0,1,0.307,0.252,0.148,333.646,9001723.43109199,9.00172343109199,332431.952224845,0.332431952224845
"2469",2383,4350.731,12.181,76.313,0,0.313,0.039,0.773,0.055,0.058,0,2,167.888,1.073,223.911,79.518,2.7,1,5060901,288.276,102.016,0.045,0.002,0.116,1,1,0.053,0.042,0.24,150.029,6133177.39669568,6.13317739669568,3378747.14221592,3.37874714221592
"2470",2384,3481.051,3.439,76.305,0.001,0.317,0.01,0.398,0.038,0.058,0,1,246.23,1.094,149.802,42.81,2.7,1,5060901,382.832,106.928,0.083,0.001,2.584,1,1,0.054,0.052,0.155,152.158,13060866.6491074,13.0608666491074,3693511.23297325,3.69351123297325
"2471",2385,1274.767,2.567,181.928,0.036,0.455,0.012,0.436,0.04,0.048,0,1,69.358,1.016,47.653,25.806,2.7,1,5060503,109.647,59.035,0.67,0.012,139.86,0,1,0.296,0.214,0.075,300.723,3609120.28602582,3.60912028602582,151091.541543333,0.151091541543333
"2472",2386,1864.533,29.792,181.948,0.011,0.474,0.179,1.65,0.085,0.038,0,3,88.133,1.042,151.522,81.346,2.7,1,5060503,91.994,49.446,0.626,0.088,102.322,1,1,0.291,0.203,0.401,291.668,2237222.60345556,2.23722260345556,249169.402974781,0.249169402974781
"2473",2387,339.558,2.213,78.73,0,0.345,0.007,0.334,0.034,0.013,1,1,310.16,1.028,169.111,69.555,0,1,5090804,506.553,208.673,0.1,0.001,0,1,1,0.187,0.054,0,99.76,452468.055458207,0.452468055458207,118223.138371722,0.118223138371722
"2474",2388,4030.29,3.037,78.684,0.026,0.379,0.011,0.419,0.039,0.051,1,2,281.148,1.088,47.976,37.365,0,1,5090804,117.612,87.772,0.518,0.008,2.566,0,1,0.256,0.135,0.086,137.073,8701298.44896464,8.70129844896464,1174044.9127084,1.1740449127084
"2475",2389,3167.914,16.492,188.567,0.035,0.547,0.116,1.323,0.075,0.06,0,3,250.047,1.017,12.023,35.171,0,1,5050401,8.904,26.066,1.042,0.103,36.633,0,1,0.449,0.305,0.169,869.819,7440136.60008096,7.44013660008096,329700.715216881,0.329700715216881
"2476",2390,535.208,2.071,188.527,0.082,0.53,0.012,0.433,0.04,0.105,0,1,191.454,1.023,11.192,44.395,0,1,5050401,25.828,102.4,0.743,0.013,10.113,0,1,0.39,0.192,0.05,836.987,2082855.1287328,2.08285512873281,78853.4882179195,0.078853488217919
"2477",2391,2025.305,16.247,184.854,0.013,0.483,0.097,1.214,0.071,0.038,0,3,79.759,1.046,107.369,60.914,2.7,1,5060503,88.891,50.423,0.596,0.051,104.392,1,1,0.294,0.184,0.307,326.942,2915878.86991767,2.91587886991767,256965.38659557,0.25696538659557
"2478",2392,653.345,2.204,184.825,0.045,0.455,0.011,0.403,0.038,0.05,0,2,164.297,1.004,42.06,25.662,2.7,1,5060503,104.088,63.255,0.725,0.011,175.907,0,1,0.304,0.285,0.052,327.236,2192885.97272449,2.19288597272449,77489.8590864073,0.077489859086407
"2479",2393,2320.01,35.267,179.843,0.009,0.469,0.212,1.795,0.089,0.038,0,3,83.667,1.046,133.525,77.468,2.7,1,5060503,74.339,43.153,0.572,0.091,78.417,1,1,0.287,0.165,0.434,272.958,2425637.55313226,2.42563755313226,285809.297386679,0.285809297386679
"2480",2394,1639.741,2.838,179.804,0.032,0.44,0.013,0.449,0.04,0.048,0,1,22.883,1.016,59.601,31.034,2.7,1,5060503,133.481,69.35,0.632,0.012,119.435,0,1,0.275,0.201,0.095,285.4,4067845.58209217,4.06784558209217,177313.438652664,0.177313438652664
"2481",2395,1818.589,4.272,185.676,0.085,0.532,0.026,0.632,0.049,0.104,0,2,264.706,1.009,5.926,-9410.227,0,0,5031406,9.678,9.215,0.859,0.027,22.033,0,1,0.5,0.336,0.048,983.444,5536391.86308774,5.53639186308774,177371.401969589,0.177371401969589
"2482",2396,1278.112,8.565,185.671,0.051,0.53,0.052,0.895,0.06,0.066,0,3,197.694,1.023,7.124,14.243,0,1,5031406,7.9,16.021,1.075,0.058,29.33,0,1,0.517,0.317,0.092,943.773,1371691.83695432,1.37169183695432,156131.980006007,0.156131980006007
"2483",2397,1329.386,14.69,137.69,0.023,0.499,0.091,1.176,0.07,0.041,0,3,113.488,1.061,7.291,37.316,0,1,5050310,6.117,31.648,0.799,0.066,16.353,0,1,0.372,0.33,0.237,450.051,1547199.62969728,1.54719962969728,150369.288365713,0.150369288365713
"2484",2398,1150.954,2.718,137.649,0.069,0.449,0.013,0.444,0.04,0.089,0,2,70.163,1.011,8.464,17.357,0,1,5050310,19.402,39.033,0.898,0.016,10.743,0,1,0.392,0.381,0.053,469.057,3923483.79863359,3.92348379863359,127236.905895588,0.127236905895588
"2485",2399,751.335,2.095,75.062,0,0.316,0.006,0.308,0.033,0.058,0,1,75.534,1.091,59.383,27.696,2.7,1,5060901,192.569,89.953,0.031,0,0.045,1,1,0.056,0.074,0.13,147.27,1330050.3380084,1.3300503380084,1048712.07431111,1.04871207431111
"2486",2400,1349.178,39.99,75.044,0,0.325,0.142,1.448,0.078,0.058,0,2,247.956,1.083,310.987,151.975,2.7,1,5060901,229.094,107.711,0.058,0.007,0.221,1,1,0.058,0.041,0.365,147.773,580387.142572497,0.580387142572497,580387.142572073,0.580387142572073
"2487",2401,1104.325,2.378,160.684,0,0.352,0.008,0.353,0.035,0.013,0,1,224.259,1.102,75.904,35.277,0,1,5090707,216.112,100.831,0.103,0.001,0,1,1,0.14,0.054,0.142,128.204,2773003.23099506,2.77300323099506,459414.472553004,0.459414472553004
"2488",2402,3555.757,580.776,160.637,0.001,0.385,3.209,6.936,0.192,0.013,1,5,186.423,1.467,259.037,404.627,0,1,5090705,37.329,58.343,0.402,0.534,12.244,1,1,0.188,0.062,0.842,129.438,1933374.74749366,1.93337474749366,1507972.32502706,1.50797232502706
"2489",2403,1299.68,59.581,185.061,0.017,0.52,0.427,2.541,0.108,0.042,0,4,290.645,1.05,43.962,78.378,0,1,5050401,17.284,30.806,0.938,0.258,44.387,1,1,0.423,0.141,0.493,748.195,1458354.29885765,1.45835429885765,224842.018585944,0.224842018585944
"2490",2404,1862.878,4.596,185.046,0.056,0.516,0.027,0.644,0.05,0.094,0,2,222.934,1.014,38.481,33.245,0,1,5050401,59.788,49.732,0.945,0.03,16.227,0,1,0.335,0.27,0.07,778.077,4883255.88252002,4.88325588252002,237006.589665335,0.237006589665335
"2491",2405,1891.518,40.596,178.141,0.007,0.464,0.242,1.918,0.092,0.038,0,3,78.969,1.065,136.828,45.467,2.7,1,5060503,71.379,23.741,0.506,0.09,67.173,1,1,0.279,0.125,0.454,257.43,2090094.09085897,2.09009409085897,319259.259959623,0.319259259959623
"2492",2406,6979.675,81.613,178.129,0.003,0.46,0.503,2.758,0.113,0.038,0,4,203.98,1.14,150.025,31.395,2.7,1,5060503,54.317,11.347,0.349,0.109,29.789,1,1,0.251,0.109,0.581,260.489,5694114.81472126,5.69411481472126,1676767.42632612,1.67676742632612
"2493",2407,2991.284,21.844,134.979,0.021,0.484,0.133,1.42,0.078,0.041,0,3,84.371,1.047,6.316,34.23,0,1,5050310,4.447,24.092,0.827,0.091,20.564,0,1,0.376,0.282,0.282,408.372,3648764.54922144,3.64876454922144,343412.955862589,0.343412955862589
"2494",2408,2953.356,992.977,134.958,0.004,0.503,8.135,11.019,0.249,0.029,0,5,217.211,1.047,55.502,77.888,0,1,5050310,5.035,7.069,0.76,2.086,77.502,1,1,0.309,0.274,0.908,385.214,4776140.48136474,4.77614048136473,437350.543228129,0.437350543228129
"2495",2409,1620.599,2.747,105.629,0.101,0.524,0.016,0.496,0.043,0.158,0,2,67.977,1.012,14.899,22.591,12.164,1,5050602,29.597,44.837,0.764,0.016,16.023,0,1,0.319,0.331,0.051,552.876,5010519.56498377,5.01051956498377,174346.141543681,0.174346141543681
"2496",2410,1398.944,5.409,105.627,0.047,0.513,0.032,0.703,0.052,0.067,0,2,127.467,1.017,20.5,22.486,0,1,5050602,29.038,31.763,0.938,0.034,16.411,0,1,0.286,0.352,0.081,511.489,1439272.47405182,1.43927247405182,183216.903412245,0.183216903412245
"2497",2411,1831.015,3.36,155.542,0.026,0.409,0.014,0.464,0.041,0.08,0,2,252.597,1.065,5.767,60.679,0,1,5050406,12.33,131.312,0.449,0.008,3.15,0,1,0.374,0.13,0.129,438.04,3611767.38389111,3.61176738389111,574381.434139378,0.574381434139378
"2498",2412,1459.949,2062.171,155.542,0.003,0.509,18.003,16.36,0.312,0.029,0,6,226.546,1.025,153.728,147.594,0,1,5050406,9.396,9.022,0.878,4.481,155.931,1,1,0.317,0.111,0.928,430.814,2092752.3469042,2.0927523469042,271497.545499792,0.271497545499792
"2499",2413,3141.051,12.083,22.722,0.012,0.375,0.05,0.867,0.059,0.042,0,3,61.329,1.034,122.246,50.205,0,1,5060906,140.199,56.99,0.467,0.023,67.148,1,1,0.207,0.133,0.245,229.717,5351242.56309678,5.35124256309679,385153.767790469,0.385153767790469
"2500",2414,2157.731,4.064,22.71,0.033,0.377,0.016,0.488,0.042,0.073,0,2,115.933,1.022,89.764,32.753,0,1,5060906,186.151,67.142,0.66,0.014,144.296,0,1,0.223,0.181,0.102,243.522,5757328.03328173,5.75732803328173,305131.974246963,0.305131974246963
"2501",2415,1852.02,3.691,120.365,0.084,0.503,0.021,0.564,0.046,0.118,0,2,114.582,1.008,5.052,22.961,0,1,5050601,8.918,39.588,0.827,0.022,17.2,0,1,0.41,0.407,0.059,504.066,5067922.88601702,5.06792288601702,223731.528552763,0.223731528552763
"2502",2416,1459.239,18.023,120.338,0.028,0.505,0.113,1.31,0.074,0.058,0,4,209.257,1.007,82.31,33.429,0,1,5050601,62.937,25.532,0.905,0.088,26.607,0,1,0.419,0.393,0.212,457.133,1792895.38910629,1.79289538910629,166006.910596311,0.166006910596311
"2503",2417,4705.325,8.038,103.263,0.031,0.501,0.048,0.83,0.057,0.058,1,3,135.493,1.015,35.592,34.546,0,1,5050602,44.999,43.67,0.791,0.038,11.049,0,1,0.312,0.284,0.15,460.946,10216292.4334083,10.2162924334083,585118.952163897,0.585118952163897
"2504",2418,852.401,6.04,103.263,0.041,0.495,0.035,0.73,0.053,0.057,0,3,210.781,1.012,32.496,30.91,0,1,5050602,44.517,42.378,0.875,0.034,14.074,0,1,0.341,0.24,0.101,414.01,337593.092355035,0.337593092355035,106074.485763645,0.106074485763645
"2505",2419,1356.604,9.093,154.809,0.072,0.489,0.052,0.895,0.06,0.089,0,2,116.356,1.004,12.326,16.468,0,1,5050406,13.78,18.32,1.062,0.057,39.789,0,1,0.395,0.439,0.084,521.805,1330896.8261213,1.3308968261213,139692.140500272,0.139692140500272
"2506",2420,1618.259,3.784,154.811,0.119,0.483,0.02,0.557,0.046,0.218,0,2,186.438,1.006,9.107,24.479,25.463,0,5050406,16.336,43.064,0.849,0.022,24.846,0,0,0.368,0.357,0.049,555.745,5043484.14997711,5.04348414997711,180932.00308556,0.18093200308556
"2507",2421,2659.213,15.684,215.761,0.017,0.509,0.099,1.225,0.072,0.045,0,3,212.982,1.029,124.652,65.182,2.7,1,5060502,102.54,53.531,0.703,0.062,143.053,1,1,0.205,0.208,0.295,555.745,5243699.6092768,5.2436996092768,345381.957784684,0.345381957784684
"2508",2422,435.772,2.118,215.746,0.068,0.505,0.012,0.422,0.039,0.078,0,1,116.133,1.013,50.802,29.486,2.7,1,5060502,120.282,69.508,0.916,0.015,351.377,0,1,0.315,0.242,0.051,545.433,2455302.85230048,2.45530285230048,62947.3166314656,0.062947316631466
"2509",2423,3047.889,7.162,138.902,0.061,0.513,0.043,0.795,0.056,0.124,0,3,131.697,1.011,38.715,26.149,0,1,5050310,50.623,32.407,0.927,0.042,21.924,0,1,0.369,0.33,0.108,526.434,11144308.8062861,11.1443088062861,381438.116006133,0.381438116006133
"2510",2423,3047.889,7.162,138.902,0.061,0.513,0.043,0.795,0.056,0.124,0,3,131.697,1.011,38.715,26.149,0,1,5050310,50.623,32.407,0.927,0.042,21.924,0,1,0.369,0.33,0.108,526.434,17.094054571528,0.000017094054572,381438.116006133,0.381438116006133
"2511",2424,633.137,2.193,138.946,0.063,0.51,0.012,0.434,0.04,0.085,0,1,181.867,1.036,5.675,22.619,0,1,5050310,13.107,51.88,0.817,0.014,8.707,0,1,0.359,0.339,0.053,481.121,3081536.98971143,3.08153698971143,66728.2681139395,0.066728268113939
"2512",2425,1093.614,124.917,177.094,0.003,0.46,0.795,3.463,0.129,0.038,0,4,142.122,1.173,111.922,51.26,2.7,1,5060504,32.323,14.801,0.336,0.15,33.019,1,1,0.257,0.058,0.671,249.15,615040.611927561,0.615040611927561,275555.415261692,0.275555415261692
"2513",2426,8832.97,196.84,177.139,0.004,0.476,1.352,4.512,0.15,0.038,0,5,242.001,1.089,315.104,141.41,2.7,1,5060502,69.813,31.337,0.467,0.316,80.598,1,1,0.258,0.124,0.802,264.37,9598737.37099632,9.59873737099632,3108052.08081661,3.10805208081661
"2514",2427,2313.944,4.947,73.004,0,0.318,0.015,0.467,0.041,0.058,0,1,132.069,1.029,203.063,74.234,2.7,1,5060901,455.801,169.695,0.052,0.001,1.146,1,1,0.053,0.063,0.171,145.582,6073950.50386959,6.07395050386959,1369259.76341785,1.36925976341785
"2515",2428,2092.401,47.008,73.023,0.001,0.327,0.177,1.639,0.084,0.058,0,2,209.562,1.024,210.86,51.68,2.7,1,5060901,128.916,31.631,0.137,0.019,10.416,1,1,0.059,0.095,0.398,147.274,1606188.30698035,1.60618830698035,1606188.30614252,1.60618830614252
"2516",2428,2092.401,47.008,73.023,0.001,0.327,0.177,1.639,0.084,0.058,0,2,209.562,1.024,210.86,51.68,2.7,1,5060901,128.916,31.631,0.137,0.019,10.416,1,1,0.059,0.095,0.398,147.274,17.1023669892508,0.000017102366989,1606188.30614252,1.60618830614252
"2517",2429,3638.686,6.087,186.526,0.056,0.545,0.039,0.754,0.054,0.095,0,3,85.703,1.026,5.494,19.784,2.348,1,5031406,7.648,27.661,0.995,0.043,22.049,0,1,0.508,0.398,0.076,1018.131,9345766.17307352,9.34576617307352,425312.820687639,0.425312820687639
"2518",2430,1914.386,3.01,186.561,0.086,0.524,0.018,0.519,0.044,0.108,0,2,194.06,1.017,5.464,14.297,2.348,0,5031406,10.654,28.651,0.786,0.018,15.035,0,1,0.568,0.38,0.024,1005.976,4136520.85377617,4.13652085377617,215955.267620279,0.215955267620279
"2519",2431,2455.01,21.044,20.519,0.008,0.372,0.089,1.167,0.07,0.042,0,3,75.847,1.088,165.708,76.886,0,1,5060906,142.22,66.039,0.428,0.035,43.658,1,1,0.206,0.137,0.324,205.633,2152350.02852317,2.15235002852317,320480.133538654,0.320480133538654
"2520",2432,540.772,2.122,20.503,0.026,0.362,0.007,0.338,0.034,0.042,0,2,113.142,1.002,76.913,37.92,0,1,5060906,229.402,112.521,0.51,0.006,65.088,1,1,0.223,0.078,0.099,204.524,1863909.35211731,1.86390935211731,95833.368504966,0.095833368504966
"2521",2433,514.264,2.022,191.447,0.109,0.535,0.012,0.432,0.04,0.123,0,2,307.288,1.017,5.703,29.044,0,1,5050401,13.226,67.284,0.701,0.012,12.919,0,1,0.463,0.163,0.046,948.614,2411129.19655893,2.41112919655892,50287.0706317751,0.050287070631775
"2522",2434,3418.061,6.142,191.481,0.068,0.557,0.041,0.773,0.055,0.11,0,3,256.347,1.018,9.578,22.117,1.046,1,5050401,13.059,29.17,1.021,0.047,28.09,0,1,0.471,0.37,0.076,1016.936,10063338.5903765,10.0633385903765,368733.463762632,0.368733463762632
"2523",2435,877.695,2.967,146.96,0.061,0.438,0.013,0.452,0.041,0.076,0,2,98.396,1.036,33.853,20.898,0,1,5090708,75.467,46.693,0.89,0.017,9.913,0,1,0.302,0.302,0.055,302.572,4745682.0575209,4.7456820575209,96477.2838274492,0.096477283827449
"2524",2436,1679.117,3.359,146.956,0.058,0.459,0.017,0.503,0.043,0.078,0,2,179.312,1.03,51.427,25.959,0,1,5090708,102.387,50.879,0.898,0.02,10.929,0,1,0.355,0.348,0.059,320.035,5142517.06145533,5.14251706145533,208522.179488244,0.208522179488244
"2525",2437,516.127,2.168,156.027,0.163,0.481,0.011,0.415,0.039,0.17,0,1,63.04,1.018,10.422,17.083,7.167,1,5050406,25.212,41.138,0.844,0.014,21.723,0,1,0.444,0.459,0.033,603.891,3505995.8532255,3.5059958532255,59788.4511383646,0.059788451138365
"2526",2438,2117.584,3.824,156.067,0.112,0.506,0.022,0.572,0.046,0.181,0,2,159.069,1.003,8.816,17.459,11.868,1,5050406,14.933,31.227,0.851,0.023,27.108,0,1,0.34,0.358,0.053,695.337,6189714.58373896,6.18971458373896,264872.297815705,0.264872297815705
"2527",2439,2723.624,5.031,17.904,0.016,0.351,0.018,0.513,0.043,0.042,0,2,46.933,1.064,107.254,38.332,0,1,5060906,227.918,80.557,0.461,0.011,52.339,1,1,0.143,0.11,0.167,202.671,7352835.41648417,7.35283541648417,495701.252687313,0.495701252687313
"2528",2440,2921.847,26.936,17.928,0.006,0.368,0.115,1.321,0.075,0.042,0,3,97.793,1.088,157.25,68.637,0,1,5060906,119.587,52.224,0.391,0.039,40.452,1,1,0.199,0.099,0.352,190.268,2879611.5764228,2.8796115764228,445222.125057552,0.445222125057552
"2529",2441,658.198,2.209,104.083,0.06,0.491,0.012,0.424,0.039,0.068,0,2,254.952,1.025,15.921,-9999,0,1,5050602,37.473,33.92,0.857,0.014,8.357,0,1,0.322,0.312,0.052,451.052,2148338.28730249,2.14833828730249,72835.0502338921,0.072835050233892
"2530",2442,1283.406,3.011,104.078,0.065,0.502,0.017,0.506,0.043,0.088,0,2,165.343,1.008,11.302,20.723,0,1,5050602,22.125,40.315,0.925,0.02,12.825,0,1,0.367,0.299,0.058,468.187,4052952.10366383,4.05295210366383,149565.420870447,0.149565420870447
"2531",2443,713.406,2.353,106.954,0.085,0.524,0.014,0.457,0.041,0.107,0,1,61.767,1.025,7.07,19.746,0,1,5050602,15.336,42.544,0.858,0.016,13.148,0,1,0.263,0.327,0.052,570.622,3463100.47238632,3.46310047238632,78324.853646582,0.078324853646582
"2532",2444,106.924,2.07,106.955,0.042,0.508,0.011,0.417,0.039,0.067,0,1,129.79,1.01,14.794,29.56,0,1,5050602,35.44,70.745,0.715,0.012,4.765,0,1,0.283,0.287,0.054,545.127,1583697.58923704,1.58369758923704,25437.2770903606,0.025437277090361
"2533",2445,2724.335,2.72,156.909,0.041,0.424,0.012,0.43,0.04,0.098,0,2,296.855,1.043,7.199,41.292,0,1,5050406,16.71,95.021,0.497,0.008,4.36,0,1,0.454,0.172,0.109,459.631,5905214.52308839,5.90521452308839,911000.882071733,0.911000882071733
"2534",2447,2245.452,3.447,186.862,0.098,0.534,0.021,0.557,0.046,0.197,0,3,188.394,1.025,9.715,12.061,13.259,0,5031406,19.028,23.014,0.829,0.022,19.793,0,1,0.522,0.463,0.034,1066.076,5037283.36851808,5.03728336851808,225523.260155649,0.225523260155649
"2535",2448,732.904,2.222,186.915,0.099,0.538,0.013,0.453,0.041,0.119,0,1,218.169,1.017,6.412,36.666,0,0,5031406,14.124,81.507,0.68,0.013,12.149,0,1,0.546,0.312,0.029,1010.607,2595776.63580826,2.59577663580826,65659.8716581385,0.065659871658139
"2536",2449,1344.178,2.285,156.956,0.005,0.384,0.009,0.367,0.036,0.029,0,2,250.686,1.03,16.932,26.843,0,1,5050406,46.373,73.753,0.203,0.003,0.191,1,1,0.236,0.047,0.15,436.277,1177270.68755766,1.17727068755766,511865.274537415,0.511865274537415
"2537",2450,1382.878,2054.766,156.93,0.003,0.509,17.951,16.337,0.312,0.029,0,6,232.289,1.08,212.152,226.941,0,1,5050406,12.986,13.891,0.828,4.212,144.685,1,1,0.317,0.211,0.931,435,563664.152442036,0.563664152442036,221059.379372319,0.221059379372319
"2538",2451,1059.031,2.496,172.777,0.098,0.468,0.013,0.44,0.04,0.157,0,2,33.959,1.016,6.898,19.04,8.76,1,5050402,15.77,43.085,0.745,0.013,12.731,0,1,0.411,0.3,0.048,651.687,1404206.34234072,1.40420634234072,121497.977160783,0.121497977160783
